index,x1_b,x2_b,x3_b,x4_b,x5_b,x6_b,x7_b,x8_b,x9_b,x10_b,_cons_b,nobs,ncoef,F,r2adj
360,,,,0.0037246204,,0.0013566035,0.002156248,,-0.002062631,,0.4988953,100000,5,0.6124221,-1.550351114776305e-5
519,0.002844181,0.0010667866,-0.0030330492,,,,,,,0.0024842687,0.49979514,100000,5,0.6124221,-1.550351114776305e-5
444,,,-0.0030444576,0.0036998624,0.0034477194,0.0013454373,,-0.0019174101,-0.0020528566,,0.5007425,100000,7,0.7410655,-1.5536467200982784e-5
464,,,,,0.0034641293,,0.002160854,-0.0019240136,-0.0020519567,,0.5006583,100000,5,0.610932,-1.5563118176853408e-5
624,,,,,0.0034438176,0.0013779978,0.0021595147,,,0.0024580655,0.4967656,100000,5,0.610932,-1.5563118176853408e-5
222,,0.001077676,-0.0030329607,0.003710309,0.003451229,,0.002166698,-0.0019376809,,,0.49876195,100000,7,0.740072,-1.5596075422230626e-5
377,0.002831519,,,0.0036906865,0.0034294745,0.001379268,0.0021687706,,-0.0020713243,,0.495767,100000,7,0.740072,-1.5596075422230626e-5
457,0.0028286153,,,0.0037207794,,,0.002155817,-0.0019189994,-0.0020702474,,0.49911883,100000,6,0.6866278,-1.566900807259408e-5
617,0.0028283864,,,0.003704231,,0.0013819475,0.0021542788,,,0.002471191,0.49520934,100000,6,0.6866278,-1.566900807259408e-5
667,0.0028075874,0.0010778446,,0.0036875864,0.0034035714,,,-0.0019269085,,0.002444767,0.49573457,100000,7,0.7380852,-1.5715291864948355e-5
984,,,,0.0037046704,0.0034223623,,0.0021715544,-0.0019256264,-0.002075723,0.0024592779,0.49760526,100000,7,0.7380852,-1.5715291864948355e-5
289,0.0028546336,,,,,0.0013879426,,,-0.0020639426,,0.50039095,100000,4,0.4748381,-1.5755262564365324e-5
701,0.002834369,,-0.003063462,0.0036803281,0.0034252265,0.0013705578,,-0.0019153556,,0.0024486748,0.49708816,100000,8,0.77398896,-1.582118540022215e-5
799,0.0028291552,0.0010655167,-0.0030494959,0.00368934,0.003413102,,,,-0.0020839483,0.002467207,0.49731305,100000,8,0.77398896,-1.582118540022215e-5
721,0.0028252886,,,,0.0034407363,,0.0021588067,-0.0019218476,,0.0024491695,0.4970032,100000,6,0.6830516,-1.5847830948212405e-5
809,0.0028367473,,,0.003702307,,0.0013810913,,,-0.00208794,0.002484933,0.49732223,100000,6,0.6830516,-1.5847830948212405e-5
853,0.0028473332,,-0.0030476335,,0.0034506305,,0.002152798,,-0.00207876,0.0024715741,0.4985785,100000,7,0.7351049,-1.5894116528691882e-5
54,,0.0010457751,-0.00303803,,0.0034633111,0.0013759843,,,,,0.5000594,100000,5,0.6019913,-1.5920760351395558e-5
232,,,,0.0037238167,,0.0013345511,0.002155016,-0.0019075352,,,0.49882895,100000,5,0.6019913,-1.5920760351395558e-5
816,,,,,0.0034344057,0.0013772033,,,-0.0020695603,0.0024718104,0.49887982,100000,5,0.6019913,-1.5920760351395558e-5
836,,,-0.0030170078,,,,0.0021401832,,-0.0020703736,0.0024992307,0.50170225,100000,5,0.6019913,-1.5920760351395558e-5
134,,0.0010689946,-0.0030190726,,,,,-0.001922639,,,0.50341505,100000,4,0.46689093,-1.5993688296189745e-5
896,,,,,,,,-0.0019106884,-0.0020684323,0.0024903752,0.5022268,100000,4,0.46689093,-1.5993688296189745e-5
47,0.0028414803,0.001062939,-0.0030341577,0.0037085116,,0.001379676,,,,,0.4984977,100000,6,0.6794753,-1.6026653823608683e-5
330,,0.00110714,,0.0037327057,,,0.0021619725,,-0.0020639433,,0.4990132,100000,5,0.59901106,-1.6039974409576274e-5
414,,0.0010679021,-0.00303601,0.0037083987,0.0034417897,,,-0.0019339931,-0.0020538494,,0.50088394,100000,7,0.7321246,-1.6072941192657453e-5
574,,0.001068297,-0.0030432679,0.0036920712,0.0034216775,0.0013689519,,,,0.0024588886,0.49700028,100000,7,0.73113114,-1.6132549413905295e-5
151,0.0028383206,0.0010422643,-0.0030498006,,0.0034604806,,,-0.0019301134,,,0.5002963,100000,6,0.67709106,-1.6145869074168928e-5
654,,0.0010916551,-0.0030248088,0.0037220453,,,,-0.001924515,,0.0024772878,0.50030863,100000,6,0.67709106,-1.6145869074168928e-5
67,0.0028332118,0.0010811782,,,,,0.0021489093,,,,0.49844638,100000,4,0.46093053,-1.6172507595113572e-5
587,0.0028149504,0.0011040408,,0.0037125319,,,0.0021597925,,,0.0024726377,0.49534667,100000,6,0.67589897,-1.6205476699227006e-5
913,0.002833733,,,,0.0034312352,,,-0.0019179046,-0.0020770738,0.0024627482,0.49911433,100000,6,0.67589897,-1.6205476699227006e-5
381,0.0028445628,,-0.0030487757,0.0036917196,0.0034449035,0.0013881234,0.0021614702,,-0.002068068,,0.4972702,100000,8,0.76802826,-1.6238447122285393e-5
594,,0.001086762,,,0.0034375899,,0.0021650128,,,0.0024598122,0.49691004,100000,5,0.59305066,-1.6278402525937707e-5
249,0.002823116,,,0.003689907,0.0034353596,0.0013571326,0.0021675758,-0.0019147464,,,0.4957012,100000,7,0.7281509,-1.6311374077870866e-5
347,0.0028178329,0.0010804357,,0.0036991516,0.0034233867,,0.002174035,,-0.0020724777,,0.49591938,100000,7,0.7281509,-1.6311374077870866e-5
671,0.0028209046,0.0010649727,-0.0030549404,0.0036884898,0.003419166,,,-0.0019322138,,0.002449863,0.49724954,100000,8,0.76632524,-1.6357664757160606e-5
364,,,-0.0030188803,0.0037255967,,0.0013658848,0.0021491237,,-0.0020594224,,0.5003976,100000,6,0.6723227,-1.638429957484533e-5
468,,,-0.0030343786,,0.003479391,,0.0021538776,-0.0019287033,-0.0020486012,,0.50216794,100000,6,0.6723227,-1.638429957484533e-5
628,,,-0.0030415696,,0.00345925,0.00138727,0.0021522844,,,0.0024634167,0.4982709,100000,6,0.6723227,-1.638429957484533e-5
101,0.0028601086,,-0.0030321484,,,0.0013978978,0.002136135,,,,0.49979386,100000,5,0.59007037,-1.6397616584118424e-5
424,,,,0.0037220318,,0.0013337415,,-0.0019035784,-0.0020577877,,0.50093615,100000,5,0.59007037,-1.6397616584118424e-5
461,0.0028424386,,-0.0030301947,0.00372158,,,0.0021483905,-0.0019241106,-0.00206698,,0.50062764,100000,7,0.72616404,-1.6430590520588595e-5
621,0.002842347,,-0.0030376366,0.0037050033,,0.0013910767,0.002147126,,,0.0024764228,0.49671355,100000,7,0.72616404,-1.6430590520588595e-5
161,0.0028463681,,,,,0.0013661294,,-0.0018996081,,,0.50032294,100000,4,0.45099655,-1.6470539760060632e-5
259,0.0028414915,0.001071504,,,,,,,-0.0020650674,,0.5005555,100000,4,0.45099655,-1.6470539760060632e-5
725,0.0028390375,,-0.0030530582,,0.0034566761,,0.002151556,-0.0019268576,,0.002454368,0.49851477,100000,7,0.7251706,-1.6490198741836437e-5
988,,,-0.003039024,0.0037052482,0.0034378404,,0.0021643825,-0.0019307984,-0.0020724637,0.0024644397,0.499115,100000,8,0.76377064,-1.6536491209473425e-5
681,0.0028283265,,,0.0037015586,,0.0013590173,,-0.001901599,,0.002467583,0.49725252,100000,6,0.66874635,-1.6563122450463652e-5
779,0.0028232725,0.001094332,,0.0037105219,,,,,-0.0020893344,0.0024860892,0.49746767,100000,6,0.66874635,-1.6563122450463652e-5
202,,0.0011065311,,0.0037316694,,,0.0021605585,-0.0019239607,,,0.49894392,100000,5,0.5856001,-1.65764376713895e-5
688,,,,,0.0034402222,0.0013550144,,-0.0019063504,,0.0024544438,0.49881425,100000,5,0.5856001,-1.65764376713895e-5
708,,,-0.0030225154,,,,0.0021388892,-0.0019195204,,0.00248209,0.50163794,100000,5,0.5856001,-1.65764376713895e-5
293,0.0028684752,,-0.0030350918,,,0.0013970893,,,-0.0020606515,,0.5018914,100000,5,0.58410996,-1.6636044700479857e-5
786,,0.0010770031,,,0.0034279434,,,,-0.0020708148,0.0024730552,0.49903253,100000,5,0.58410996,-1.6636044700479857e-5
122,,0.0010831889,,0.003702027,0.0034318387,0.001355426,0.0021735956,,,,0.49561235,100000,6,0.66636217,-1.6682337700801853e-5
900,,,-0.0030255239,,,,,-0.0019156504,-0.002065307,0.0024954458,0.5037344,100000,5,0.5811298,-1.675525875843853e-5
441,0.0028313512,,,0.003687881,0.003425746,0.0013561072,,-0.0019109763,-0.002066414,,0.49782002,100000,7,0.7202035,-1.6788239848297692e-5
813,0.002850907,,-0.0030404967,0.0037032568,,0.0013903802,,,-0.0020847577,0.0024901105,0.49882245,100000,7,0.7202035,-1.6788239848297692e-5
833,0.0028417523,,,,,,0.0021466543,,-0.0020840701,0.0024906686,0.49878052,100000,5,0.5796396,-1.6814865787528888e-5
917,0.002847369,,-0.0030561264,,0.003447058,,,-0.0019232713,-0.002073909,0.0024678777,0.50062263,100000,7,0.7192101,-1.6847848069545535e-5
820,,,-0.0030446008,,0.0034496866,0.001386234,,,-0.0020661885,0.0024768878,0.5003817,100000,6,0.6627858,-1.6861160576420176e-5
236,,,-0.0030243527,0.0037246214,,0.0013436759,0.002147699,-0.0019126802,,,0.5003385,100000,6,0.66159374,-1.6920768201478253e-5
334,,0.0010940699,-0.0030097747,0.0037337372,,,0.0021545996,,-0.0020606793,,0.50052226,100000,6,0.66159374,-1.6920768201478253e-5
253,0.0028362025,,-0.0030541613,0.0036909366,0.00345079,0.001365906,0.0021602316,-0.0019198587,,,0.4972113,100000,8,0.75781006,-1.695375293153667e-5
34,,0.0010744862,,,,0.0013644302,,,,,0.500265,100000,3,0.15198775,-1.696070233592195e-5
394,,0.0010970256,,0.0037298973,,,,-0.0019201466,-0.0020589244,,0.5010589,100000,5,0.5751693,-1.6993686874799963e-5
554,,0.0010972179,,0.0037132564,,0.0013573513,,,,0.0024779376,0.49716243,100000,5,0.5751693,-1.6993686874799963e-5
219,0.002809532,0.0010800151,,0.0036982768,0.0034293055,,0.0021728403,-0.0019315049,,,0.4958505,100000,7,0.7162298,-1.7026672733511106e-5
314,,0.0010733989,,0.0037001097,0.0034223697,0.0013544533,,,-0.0020598723,,0.49774164,100000,6,0.6592095,-1.7039983451816454e-5
51,0.0028353457,0.0010481775,,,0.0034412474,0.0013863926,,,,,0.49712732,100000,5,0.5721891,-1.711290093298068e-5
71,0.0028463264,0.0010687285,-0.0030234442,,,,0.0021414142,,,,0.4999577,100000,5,0.5721891,-1.711290093298068e-5
591,0.0028286774,0.0010913112,-0.0030290156,0.0037135447,,,0.0021525028,,,0.0024778193,0.49685758,100000,7,0.71424294,-1.7145889176228835e-5
131,0.0028331478,0.0010710164,,,,,,-0.0019163295,,,0.50048476,100000,4,0.427155,-1.7185816955977984e-5
598,,0.0010735405,-0.0030329658,,0.0034531974,,0.0021573799,,,0.0024647121,0.4984228,100000,6,0.6556332,-1.7218806327434777e-5
351,0.0028311613,0.0010675822,-0.0030400371,0.00370006,0.0034389407,,0.002166773,,-0.0020691496,,0.4974288,100000,8,0.7535525,-1.72517970187247e-5
361,0.002838854,,,0.0037132732,,0.0013765671,0.002155431,,-0.0020729876,,0.49747315,100000,6,0.6544412,-1.72784139527149e-5
428,,,-0.0030272081,0.0037228495,,0.001342889,,-0.0019088053,-0.0020545374,,0.5024418,100000,6,0.6544412,-1.72784139527149e-5
651,0.0028149537,0.0010938075,,0.003709676,,,,-0.001918399,,0.0024689946,0.49739477,100000,6,0.6544412,-1.72784139527149e-5
165,0.0028601037,,-0.003040517,,,0.0013749478,,-0.0019045714,,,0.5018305,100000,5,0.5662286,-1.7351329049342112e-5
368,,,,,0.0034601956,0.0013725029,0.0021605622,,-0.0020546545,,0.49901545,100000,5,0.5662286,-1.7351329049342112e-5
658,,0.0010766565,,,0.003434063,,,-0.0019231187,,0.0024557225,0.49896362,100000,5,0.5662286,-1.7351329049342112e-5
608,,,,,,0.0013756373,0.0021459295,,,0.0024828052,0.4984808,100000,4,0.4211946,-1.736463625490181e-5
692,,,-0.0030499771,,0.003455655,0.0013641395,,-0.0019115801,,0.0024597486,0.5003229,100000,6,0.65205693,-1.73976292030531e-5
968,,,,0.0037267506,,,0.0021580702,-0.0019169552,-0.0020777215,0.0024834643,0.49929455,100000,6,0.65205693,-1.73976292030531e-5
445,0.0028445246,,-0.0030571516,0.0036890383,0.0034413347,0.0013650361,,-0.0019161191,-0.0020631298,,0.49932602,100000,8,0.7509979,-1.743062347103752e-5
263,0.0028547756,0.0010591672,-0.003026458,,,,,,-0.0020617803,,0.5020628,100000,5,0.56324846,-1.747054310752283e-5
126,,0.0010703175,-0.003033866,0.003702716,0.0034473466,0.0013643402,0.0021661639,,,,0.49712306,100000,7,0.70828235,-1.7503538503937932e-5
411,0.0028178964,0.0010702523,,0.0036963485,0.0034198207,,,-0.0019275022,-0.0020674171,,0.49797648,100000,7,0.70828235,-1.7503538503937932e-5
685,0.0028422961,,-0.0030459159,0.0037023656,,0.0013681282,,-0.0019066683,,0.0024727455,0.49875984,100000,7,0.70828235,-1.7503538503937932e-5
783,0.002837131,0.0010816975,-0.003032075,0.0037116047,,,,,-0.0020859211,0.002491219,0.49897462,100000,7,0.70828235,-1.7503538503937932e-5
888,,,,0.0036971672,0.0034185085,0.0013658915,0.0021712135,,-0.002078482,0.0024652688,0.4959657,100000,7,0.70828235,-1.7503538503937932e-5
705,0.0028334283,,,,,,0.0021453188,-0.001913214,,0.0024734777,0.49870774,100000,5,0.56175834,-1.7530150136613187e-5
448,,,,,,,0.0021474713,-0.0019146538,-0.0020535479,,0.50239104,100000,4,0.41523424,-1.7543455553825638e-5
571,0.0028179353,0.0010707214,,0.0036801363,0.0033998953,0.0013791665,,,,0.0024505882,0.49408448,100000,7,0.707289,-1.756314672540782e-5
206,,0.001093577,-0.003015301,0.0037328354,,,0.0021533032,-0.0019290682,,,0.50045973,100000,6,0.6484807,-1.7576452078449378e-5
465,0.0028356449,,,,0.00345702,,0.0021599298,-0.0019224529,-0.0020621517,,0.4992447,100000,6,0.6484807,-1.7576452078449378e-5
625,0.0028356214,,,,0.0034368786,0.0013978884,0.0021583792,,,0.0024549556,0.49533936,100000,6,0.6484807,-1.7576452078449378e-5
790,,0.0010641214,-0.003035786,,0.003443923,,,,-0.0020673666,0.0024780275,0.5005407,100000,6,0.6484807,-1.7576452078449378e-5
223,0.0028227328,0.0010670346,-0.0030456008,0.0036990938,0.0034447797,,0.002165437,-0.0019367195,,,0.49736726,100000,8,0.74759185,-1.7669058740787946e-5
800,,,,,,0.0013746186,,,-0.0020710384,0.0024959038,0.5005847,100000,4,0.40927386,-1.772227485297151e-5
186,,0.0010730249,,0.0036992948,0.0034282012,0.0013323192,,-0.0019163992,,,0.4976778,100000,6,0.6449044,-1.77552749540677e-5
837,0.0028548187,,-0.003029952,,,,0.0021392675,,-0.002080847,0.0024959825,0.5002844,100000,6,0.6449044,-1.77552749540677e-5
985,0.002818165,,,0.0036928868,0.0034160754,,0.0021705795,-0.0019244408,-0.0020861155,0.002456329,0.49620777,100000,8,0.7450373,-1.7847885193100765e-5
240,,,,,0.0034660483,0.0013504368,0.0021593708,-0.0019109523,,,0.49895146,100000,5,0.55281764,-1.7887792311155337e-5
897,0.0028418805,,,,,,,-0.0019090591,-0.0020788452,0.00248709,0.5008081,100000,5,0.55281764,-1.7887792311155337e-5
38,,0.0010614148,-0.0030202775,,,0.001373063,,,,,0.5017736,100000,4,0.4033135,-1.7901094151895336e-5
55,0.0028487202,0.0010349329,-0.0030507026,,0.003456732,0.0013954069,,,,,0.49863628,100000,6,0.6413281,-1.7934097829686024e-5
398,,0.0010839244,-0.0030183664,0.0037308743,,,,-0.0019252117,-0.0020556196,,0.5025711,100000,6,0.6413281,-1.7934097829686024e-5
558,,0.0010844751,-0.0030255064,0.0037146388,,0.0013664012,,,,0.002483139,0.49866977,100000,6,0.6413281,-1.7934097829686024e-5
817,0.0028440445,,,,0.0034273076,0.0013970407,,,-0.002079966,0.0024686533,0.49745414,100000,6,0.640136,-1.7993705454966147e-5
318,,0.0010606481,-0.003036841,0.0037008533,0.0034379805,0.0013634445,,,-0.0020567074,,0.49924833,100000,7,0.69934154,-1.8040012495834645e-5
655,0.0028288995,0.0010811755,-0.0030374695,0.0037107994,,,,-0.0019235072,,0.0024740638,0.49890867,100000,7,0.69934154,-1.8040012495834645e-5
135,0.0028464512,0.0010586536,-0.0030319705,,,,,-0.0019213425,,,0.50199896,100000,5,0.54834735,-1.8066613398426412e-5
338,,0.0010789249,,,0.0034538736,,0.00216589,,-0.002055686,,0.49916258,100000,5,0.54834735,-1.8066613398426412e-5
578,,0.0011025842,,,,,0.0021514746,,,0.0024839102,0.4986133,100000,4,0.3973531,-1.8079913450819163e-5
233,0.0028302828,,,0.0037123696,,0.0013543726,0.002154041,-0.0019062208,,,0.4974055,100000,6,0.6377518,-1.8112920705304347e-5
331,0.0028253726,0.0010963294,,0.0037213934,,,0.0021607606,,-0.002074256,,0.49761325,100000,6,0.6377518,-1.8112920705304347e-5
372,,,-0.003035237,,0.0034755724,0.0013816835,0.0021532886,,-0.002051334,,0.5005187,100000,6,0.6377518,-1.8112920705304347e-5
662,,0.0010634114,-0.0030414227,,0.0034498041,,,-0.0019281851,,0.0024607491,0.50047916,100000,6,0.6377518,-1.8112920705304347e-5
415,0.0028312264,0.0010573958,-0.0030486064,0.0036972407,0.0034354234,,,-0.0019327987,-0.0020641473,,0.49948922,100000,8,0.7407797,-1.8145929280288797e-5
575,0.0028312171,0.0010576714,-0.00305588,0.003680858,0.003415382,0.0013886973,,,,0.0024557274,0.49559277,100000,8,0.73992825,-1.8205538097726404e-5
760,,,,0.0036961695,0.0034243222,0.0013436109,0.0021698263,-0.001912999,,0.0024477288,0.4959003,100000,7,0.69636124,-1.8218837159578172e-5
612,,,-0.0030233539,,,0.0013845944,0.0021386507,,,0.002487828,0.49998552,100000,5,0.543877,-1.8245434485475442e-5
365,0.0028527023,,-0.0030311109,0.0037139773,,0.0013855596,0.0021481854,,-0.002069827,,0.4989754,100000,7,0.6953679,-1.827844538104806e-5
469,0.0028493241,,-0.0030467168,,0.0034729687,,0.0021526155,-0.0019275242,-0.0020588469,,0.5007542,100000,7,0.6953679,-1.827844538104806e-5
629,0.0028493658,,-0.0030541217,,0.0034527332,0.001406796,0.0021511093,,,0.002460239,0.49684456,100000,7,0.6953679,-1.827844538104806e-5
858,,0.0011016802,,0.0037050075,0.0034123494,,0.0021768003,,-0.0020796303,0.0024665552,0.4960933,100000,7,0.6953679,-1.827844538104806e-5
672,,,,,,0.0013525543,,-0.0018977845,,0.0024787132,0.5005169,100000,4,0.389406,-1.8318339182643584e-5
770,,0.0010929448,,,,,,,-0.0020727213,0.0024974488,0.5007249,100000,4,0.389406,-1.8318339182643584e-5
595,0.0028218133,0.001076001,,,0.0034310862,,0.002163765,,,0.0024563398,0.49550602,100000,6,0.6329834,-1.8351351205980748e-5
972,,,-0.0030217401,0.0037273194,,,0.0021508634,-0.0019220884,-0.002074396,0.0024887344,0.5008029,100000,7,0.693381,-1.8397661823543743e-5
432,,,,,0.0034567425,0.001349686,,-0.0019069397,-0.0020494205,,0.5010603,100000,5,0.5394067,-1.8424255572746517e-5
425,0.0028385767,,,0.0037103842,,0.0013534103,,-0.0019023853,-0.0020681277,,0.49951348,100000,6,0.6305992,-1.847056645631895e-5
709,0.0028465474,,-0.0030353805,,,,0.0021379779,-0.0019180942,,0.0024787826,0.5002183,100000,6,0.6305992,-1.847056645631895e-5
892,,,-0.0030397826,0.0036977432,0.0034340466,0.0013747488,0.0021639245,,-0.0020753397,0.002470225,0.49746898,100000,8,0.7356706,-1.8503582184914436e-5
689,0.0028355767,,,,0.0034332497,0.001374884,,-0.0019051741,,0.002451377,0.4973869,100000,6,0.6294071,-1.853017408159907e-5
106,,0.0010992124,,0.003724096,,0.0013526491,0.0021602537,,,,0.49731517,100000,5,0.5364265,-1.8543469630927234e-5
210,,0.0010784726,,,0.003459791,,0.0021647157,-0.0019275615,,,0.49909553,100000,5,0.5364265,-1.8543469630927234e-5
452,,,-0.003015812,,,,0.0021399644,-0.0019200586,-0.002050154,,0.5038999,100000,5,0.5364265,-1.8543469630927234e-5
190,,0.0010603055,-0.0030421696,0.0037001146,0.003443924,0.0013413335,,-0.0019212452,,,0.49919102,100000,7,0.6904008,-1.8576486487509314e-5
804,,,-0.0030263315,,,0.0013837314,,,-0.0020682947,0.002501259,0.5020856,100000,5,0.53493637,-1.8603076660017592e-5
989,0.0028317256,,-0.003051678,0.0036940079,0.0034314904,,0.0021632183,-0.0019296567,-0.002082815,0.0024613936,0.4977168,100000,9,0.7673878,-1.8609504664812704e-5
821,0.002857761,,-0.00305712,,0.0034432448,0.0014059539,,,-0.00207675,0.0024737162,0.49895567,100000,7,0.6894073,-1.8636094708757156e-5
952,,,,0.003694383,0.0034148088,0.0013428065,,-0.0019091192,-0.002073605,0.0024614488,0.49802074,100000,7,0.6894073,-1.8636094708757156e-5
203,0.0028169467,0.0010958735,,0.0037204945,,,0.0021594455,-0.0019229752,,,0.49754232,100000,6,0.6258308,-1.870899695699535e-5
244,,,-0.0030406676,,0.0034813022,0.0013594207,0.0021519559,-0.0019160366,,,0.5004619,100000,6,0.6258308,-1.870899695699535e-5
787,0.0028303599,0.0010665177,,,0.003421619,,,,-0.0020809995,0.0024700316,0.4976282,100000,6,0.6258308,-1.870899695699535e-5
901,0.0028548357,,-0.0030383794,,,,,-0.0019145176,-0.0020755872,0.0024921962,0.50231534,100000,6,0.6258308,-1.870899695699535e-5
123,0.0028197265,0.001072682,,0.0036906854,0.0034255187,0.0013745136,0.0021723628,,,,0.49420393,100000,7,0.6874205,-1.8755311151474885e-5
35,0.0028434137,0.0010637154,,,,0.0013836377,,,,,0.49883524,100000,4,0.37152487,-1.885479707963711e-5
342,,0.0010658702,-0.003026509,,0.0034697105,,0.0021584742,,-0.0020523798,,0.5006726,100000,6,0.6222545,-1.8887819832613673e-5
237,0.002844279,,-0.003036455,0.0037131335,,0.0013633809,0.0021468694,-0.0019113529,,,0.4989144,100000,7,0.68444026,-1.893413581521841e-5
335,0.0028390903,0.0010836398,-0.0030225515,0.003722458,,,0.0021534965,,-0.002070875,,0.4991218,100000,7,0.68444026,-1.893413581521841e-5
730,,0.001100997,,0.0037040266,0.0034182617,,0.0021754508,-0.0019295748,,0.0024492582,0.49602467,100000,7,0.68444026,-1.893413581521841e-5
298,,0.0010895984,,0.0037222095,,0.0013517964,,,-0.00206166,,0.4994338,100000,5,0.52599573,-1.8960718834559742e-5
402,,0.0010689693,,,0.0034505178,,,-0.0019236972,-0.0020507737,,0.5012122,100000,5,0.52599573,-1.8960718834559742e-5
582,,0.0010901197,-0.0030150372,,,,0.0021440114,,,0.002489076,0.50012445,100000,5,0.52599573,-1.8960718834559742e-5
642,,0.0010924715,,,,,,-0.0019144583,,0.0024800794,0.50065386,100000,4,0.36556453,-1.9033616378560936e-5
562,,0.0010694137,,,0.0034302194,0.0013731924,,,,0.0024616653,0.49732,100000,5,0.52301556,-1.907993289274046e-5
764,,,-0.0030452106,0.003696952,0.0034400183,0.0013525619,0.002162656,-0.0019181456,,0.0024530173,0.49740997,100000,8,0.7271555,-1.90996703592905e-5
862,,0.0010892637,-0.0030315975,0.0037061514,0.003427848,,0.0021694175,,-0.00207652,0.0024716475,0.4976029,100000,8,0.7271555,-1.90996703592905e-5
599,0.0028358127,0.0010633005,-0.003045471,,0.0034466803,,0.002156296,,,0.0024614146,0.49701786,100000,7,0.68145996,-1.9112960479183982e-5
395,0.0028252318,0.0010860584,,0.0037184474,,,,-0.001919114,-0.0020691028,,0.49965793,100000,6,0.6162941,-1.9185857958570196e-5
436,,,-0.003043505,,0.0034720153,0.0013586709,,-0.0019122561,-0.0020464226,,0.50256705,100000,6,0.6162941,-1.9185857958570196e-5
555,0.0028252278,0.0010865555,,0.0037021146,,0.0013766979,,,,0.002474608,0.4957486,100000,6,0.6162941,-1.9185857958570196e-5
872,,,,0.0037191801,,0.0013630572,0.0021579198,,-0.002080323,0.0024891552,0.49765882,100000,6,0.6162941,-1.9185857958570196e-5
352,,,,,,0.0013701193,0.002146911,,-0.0020561516,,0.500752,100000,4,0.35960418,-1.9212435677484763e-5
369,0.002845957,,,,0.0034531998,0.001392494,0.0021594767,,-0.0020648628,,0.4975875,100000,6,0.61510193,-1.924546558385032e-5
676,,,-0.0030315327,,,0.0013617751,,-0.0019026148,,0.0024842124,0.50202405,100000,5,0.5185452,-1.9258753980011534e-5
429,0.0028526366,,-0.003039433,0.0037113095,,0.0013625927,,-0.0019073503,-0.0020648239,,0.5010183,100000,7,0.67847973,-1.9291785143149554e-5
693,0.002849472,,-0.0030623379,,0.0034493275,0.0013838928,,-0.001910099,,0.002456555,0.4988948,100000,7,0.67847973,-1.9291785143149554e-5
609,0.0028436705,,,,,0.0013950679,0.0021450308,,,0.0024795895,0.49704748,100000,5,0.5170551,-1.9318361009101892e-5
774,,0.0010804356,-0.0030182402,,,,,,-0.0020692574,0.0025024079,0.5022324,100000,5,0.5170551,-1.9318361009101892e-5
315,0.002828248,0.0010630484,,0.003688864,0.0034161443,0.00137374,,,-0.0020702735,,0.49633324,100000,7,0.67748624,-1.9351393364397396e-5
922,,0.0010913565,,0.0037021309,0.003408722,,,-0.001925753,-0.0020747834,0.0024626919,0.49815315,100000,7,0.67748624,-1.9351393364397396e-5
956,,,-0.003048113,0.0036951113,0.0034304871,0.0013516987,,-0.0019141918,-0.0020703534,0.0024666353,0.49952674,100000,8,0.7228979,-1.9397714446256487e-5
110,,0.0010863383,-0.0030161454,0.003725305,,0.0013615469,0.0021531566,,,,0.49882424,100000,6,0.61152565,-1.9424288459246597e-5
659,0.0028220452,0.0010659778,,,0.0034276443,,,-0.0019218173,,0.002452492,0.49755797,100000,6,0.61152565,-1.9424288459246597e-5
170,,0.0010892784,,0.0037214418,,0.0013297814,,-0.0019077406,,,0.49936754,100000,5,0.5140749,-1.9437575067060564e-5
449,0.002843776,,,,,,0.0021463253,-0.0019138458,-0.0020638616,,0.5009704,100000,5,0.5140749,-1.9437575067060564e-5
791,0.0028442019,0.0010536879,-0.0030485564,,0.0034371614,,,,-0.0020776407,0.0024748947,0.49913645,100000,7,0.67549944,-1.9470609807115125e-5
969,0.0028262408,,,0.0037151102,,,0.0021572777,-0.0019158457,-0.0020878892,0.0024802925,0.49788988,100000,7,0.67549944,-1.9470609807115125e-5
207,0.0028309305,0.0010832448,-0.0030279465,0.0037216528,,,0.0021522664,-0.0019279053,,,0.4990575,100000,7,0.67450595,-1.9530218028362967e-5
214,,0.001065392,-0.003032046,,0.003475559,,0.0021572157,-0.0019325422,,,0.50061256,100000,6,0.60914147,-1.9543503709806842e-5
127,0.002833065,0.0010597041,-0.0030465152,0.0036914868,0.0034410316,0.0013840997,0.0021652873,,,,0.4957135,100000,8,0.7203434,-1.9576540898569306e-5
889,0.0028283799,,,0.0036852204,0.0034121708,0.0013851565,0.0021701835,,-0.0020888555,0.002462095,0.49455428,100000,8,0.7203434,-1.9576540898569306e-5
976,,,,,0.0034464372,,0.002162315,-0.0019204246,-0.0020695527,0.002467486,0.49943995,100000,6,0.6079494,-1.960311133486492e-5
39,0.0028568187,0.0010513692,-0.0030328725,,,0.0013928834,,,,,0.50034267,100000,5,0.5081145,-1.9676003183421997e-5
801,0.002852135,,,,,0.0013942445,,,-0.0020818312,0.0024930628,0.49915183,100000,5,0.5081145,-1.9676003183421997e-5
224,,,,,,0.0013480487,0.0021455975,-0.001902445,,,0.500686,100000,4,0.34172314,-1.9748893574478288e-5
734,,0.0010885807,-0.0030371586,0.0037052073,0.0034338182,,0.0021680985,-0.0019346427,,0.00245426,0.4975411,100000,8,0.71778893,-1.9755367350882125e-5
