index,x1_b,x2_b,x3_b,x4_b,x5_b,x6_b,x7_b,x8_b,x9_b,x10_b,_cons_b,nobs,ncoef,F,r2adj
21,0.0028434182,,-0.003051135,,0.0034606354,,,,,,0.49985132,100000,4,0.97353196,-7.94047884777882e-7
4,,,-0.0030205455,,,,,,,,0.50298977,100000,2,0.9119411,-8.805981566162302e-7
284,,,-0.0030370785,0.0037023753,0.0034417412,,,,-0.0020546822,,0.50045586,100000,5,0.9760153,-9.593960521581124e-7
524,,,-0.0030261364,0.0037157042,,,,,,0.0024748913,0.49989805,100000,4,0.96757144,-9.728671837017089e-7
541,0.0028254313,,-0.0030560342,0.0036822786,0.0034191066,,,,,0.002447497,0.49681923,100000,6,0.9763132,-1.1843551521728557e-6
156,,,-0.003042413,0.003701671,0.0034477918,,,-0.0019350061,,,0.5003952,100000,5,0.9640941,-1.4362522848809789e-6
72,,,,0.003725574,,,0.0021530192,,,,0.49854273,100000,3,0.9268416,-1.4631847407020615e-6
89,0.0028143376,,,0.0036922456,0.003429283,,0.002165162,,,,0.49542987,100000,5,0.95664334,-1.7342874303327704e-6
264,,,,0.0037237646,,,,,-0.0020598413,,0.5006515,100000,3,0.9059798,-1.8804255990101382e-6
528,,,,,0.0034339167,,,,,0.0024536771,0.4985422,100000,3,0.89703906,-2.0592431098087616e-6
1,0.002838619,,,,,,,,,,0.5000604,100000,2,0.7927322,-2.072702973254792e-6
281,0.0028226967,,,0.0036903834,0.003419808,,,,-0.0020681676,,0.49754947,100000,5,0.9477024,-2.0919296048749203e-6
521,0.002820109,,,0.0037032878,,,,,,0.0024664737,0.4969853,100000,4,0.92982125,-2.1053894103673088e-6
136,,,,0.0037226283,,,,-0.0019211223,,,0.5005819,100000,3,0.8791576,-2.4168781311839638e-6
76,,,-0.0030162998,0.0037268084,,,0.0021454229,,,,0.50005025,100000,4,0.91790015,-2.463028008437007e-6
56,,,,0.0036932942,0.0034284047,0.0013574391,,,,,0.49724737,100000,4,0.9159133,-2.522634441337601e-6
93,0.002827371,,-0.0030466216,0.0036929345,0.0034447773,,0.0021580486,,,,0.49693808,100000,6,0.948894,-2.5553305316172725e-6
5,0.0028517605,,-0.0030328806,,,,,,,,0.5015664,100000,3,0.8642564,-2.714907315848336e-6
153,0.0028142566,,,0.0036893575,0.003425541,,,-0.0019286284,,,0.49748078,100000,5,0.92982054,-2.8072139537371754e-6
525,0.0028334882,,-0.0030388166,0.0037044922,,,,,,0.0024717695,0.49849087,100000,5,0.92982054,-2.8072139537371754e-6
268,,,-0.0030195294,0.003724778,,,,,-0.002056282,,0.5021552,100000,4,0.9039922,-2.880273039185255e-6
532,,,-0.0030423147,,0.0034495832,,,,,0.0024587724,0.5000491,100000,4,0.9039922,-2.880273039185255e-6
285,0.0028357094,,-0.003049665,0.0036910062,0.0034352771,,,,-0.0020647994,,0.49905404,100000,6,0.939357,-3.0321915329700744e-6
26,,0.001074817,,0.0037014096,0.0034223157,,,,,,0.4973868,100000,4,0.8940579,-3.1783052041323145e-6
60,,,-0.0030434008,0.0036939788,0.0034438209,0.0013665329,,,,,0.49875268,100000,5,0.91789937,-3.284070186460042e-6
140,,,-0.0030249436,0.0037239736,,,,-0.0019262076,,,0.5020924,100000,4,0.88809735,-3.357124503278186e-6
80,,,,,0.0034600557,,0.002157154,,,,0.49867526,100000,3,0.8284934,-3.4301773585987405e-6
157,0.0028274476,,-0.0030551378,0.0036901922,0.0034412309,,,-0.0019339601,,,0.4989921,100000,6,0.93101203,-3.4494449092647983e-6
73,0.0028222005,,,0.003714201,,,0.0021517829,,,,0.49713403,100000,4,0.88014996,-3.595550235102607e-6
600,,,,0.0036977683,0.0034185958,,0.0021678188,,,0.002446809,0.49561912,100000,5,0.904488,-3.820533448051222e-6
272,,,,,0.0034503834,,,,-0.0020515649,,0.50078595,100000,3,0.80763173,-3.847418216906817e-6
512,,,,,,,,,,0.0024778345,0.50024503,100000,2,0.6139193,-3.8608601982126345e-6
265,0.0028305217,,,0.0037122597,,,,,-0.002069755,,0.49924308,100000,4,0.8682289,-3.953188832950261e-6
30,,0.001062341,-0.0030351111,0.003702058,0.0034380357,,,,,,0.49889868,100000,5,0.90001756,-3.999354535322297e-6
529,0.0028271447,,,,0.0034275255,,,,,0.0024503819,0.49712953,100000,4,0.8622683,-4.132008132096132e-6
40,,,,0.003715607,,0.0013546242,,,,,0.49894944,100000,3,0.78975034,-4.205053238282019e-6
792,,,,0.0036960815,0.003409173,,,,-0.002075429,0.0024604986,0.49774092,100000,5,0.8940569,-4.23778265168373e-6
84,,,-0.0030330769,,0.003475228,,0.0021497693,,,,0.5001842,100000,4,0.8563078,-4.310827431019959e-6
144,,,,,0.00345664,,,-0.001924828,,,0.5007186,100000,3,0.7837898,-4.324264912147768e-6
604,,,-0.0030386914,0.0036991902,0.0034339307,,0.0021604644,,,0.0024520562,0.49712715,100000,6,0.91074586,-4.462774537472569e-6
137,0.002822359,,,0.0037114706,,,,-0.0019201863,,,0.49917197,100000,4,0.8503473,-4.489646729943786e-6
77,0.0028355762,,-0.0030292624,0.0037153799,,,0.0021445719,,,,0.49864116,100000,5,0.8866062,-4.535817797135522e-6
57,0.0028247018,,,0.0036820006,0.0034219183,0.0013771076,,,,,0.4958301,100000,5,0.88511604,-4.59542482622588e-6
516,,,-0.003025106,,,,,,,0.0024830725,0.50175095,100000,3,0.7659084,-4.6818999335229705e-6
269,0.0028438745,,-0.0030322326,0.0037135244,,,,,-0.0020666104,,0.5007464,100000,5,0.88213575,-4.714638884406597e-6
664,,,,0.003695191,0.0034151906,,,-0.0019265554,,0.0024433201,0.49767166,100000,5,0.88213575,-4.714638884406597e-6
533,0.0028405646,,-0.0030550945,,0.0034433354,,,,,0.0024552846,0.49863616,100000,5,0.8806456,-4.774245913496955e-6
276,,,-0.003036166,,0.0034656709,,,,-0.002048381,,0.5022911,100000,4,0.84041303,-4.7876788948908455e-6
796,,,-0.0030417508,0.0036973,0.0034243574,,,,-0.0020721508,0.002465497,0.49924543,100000,6,0.90240085,-4.880027913767293e-6
10,,0.0010907431,,0.0037236218,,,,,,,0.49907672,100000,3,0.748027,-5.039534955120217e-6
148,,,-0.0030413,,0.0034719158,,,-0.0019298609,,,0.50223035,100000,4,0.828492,-5.145317492738499e-6
44,,,-0.0030254435,0.0037166972,,0.0013639234,,,,,0.5004532,100000,4,0.82650524,-5.204923925861138e-6
27,0.0028109222,0.0010648,,0.0036899834,0.0034159054,,,,,,0.4959915,100000,5,0.8672343,-5.310709175088135e-6
141,0.0028355953,,-0.003037764,0.0037125938,,,,-0.0019251382,,,0.5006823,100000,5,0.8672343,-5.310709175088135e-6
64,,,,,,,0.002143455,,,,0.50040996,100000,2,0.4649091,-5.350991219010837e-6
61,0.0028377885,,-0.003055973,0.0036826525,0.0034374823,0.0013858927,,,,,0.497335,100000,6,0.89286387,-5.3568889153421395e-6
344,,,,0.0037067055,0.0034349614,,0.0021690417,,-0.0020604758,,0.4978589,100000,5,0.864254,-5.429923233268852e-6
81,0.0028290611,,,,0.0034531876,,0.0021559282,,,,0.49726096,100000,4,0.81657094,-5.502956090586153e-6
584,,,,0.0037209238,,,0.0021544325,,,0.0024710775,0.49730924,100000,4,0.81657094,-5.502956090586153e-6
668,,,-0.0030471762,0.0036964538,0.003430417,,,-0.0019319293,,0.0024482543,0.49918324,100000,6,0.8892875,-5.5357117909604625e-6
776,,,,0.0037187848,,,,,-0.0020770459,0.0024844522,0.49942088,100000,4,0.8106104,-5.6817753897320245e-6
513,0.0028353748,,,,,,,,,0.0024745262,0.4988252,100000,3,0.70928407,-5.814410834803496e-6
256,,,,,,,,,-0.0020533649,,0.5025099,100000,2,0.41722593,-5.827833145621852e-6
216,,,,0.00370573,0.003440716,,0.0021676945,-0.0019311842,,,0.49779177,100000,5,0.85382295,-5.84717243690136e-6
14,,0.0010780575,-0.003017291,0.0037247534,,,,,,,0.5005873,100000,4,0.8046499,-5.860594688655851e-6
273,0.0028374845,,,,0.00344389,,,,-0.002061627,,0.4993716,100000,4,0.8046499,-5.860594688655851e-6
601,0.0028111902,,,0.0036871133,0.003412195,,0.0021667506,,,0.0024437169,0.4942201,100000,6,0.88213474,-5.893357541975064e-6
31,0.0028243172,0.0010517399,-0.003047522,0.0036910877,0.0034317346,,,,,,0.4975025,100000,6,0.8785583,-6.072180417593387e-6
48,,,,,0.0034523234,0.001370545,,,,,0.49907506,100000,3,0.69140273,-6.172045856178698e-6
85,0.0028425953,,-0.0030456728,,0.0034691193,,0.0021485977,,,,0.49876884,100000,5,0.8448822,-6.204814611221465e-6
128,,,,,,,,-0.0019156403,,,0.50243986,100000,2,0.37550315,-6.245069831489758e-6
41,0.002832394,,,0.0037037833,,0.0013743261,,,,,0.49752548,100000,4,0.79074216,-6.277839719404099e-6
348,,,-0.0030323055,0.0037079721,0.0034501832,,0.0021615955,,-0.00205729,,0.49936497,100000,6,0.87378985,-6.310610918269788e-6
793,0.0028194562,,,0.0036851075,0.0034024518,,,,-0.0020856159,0.002457339,0.4963427,100000,6,0.87378985,-6.310610918269788e-6
68,,,-0.003015476,,,,0.002136003,,,,0.5019176,100000,3,0.68246204,-6.350863366977322e-6
588,,,-0.0030206344,0.0037213874,,,0.0021470934,,,0.002476155,0.4988168,100000,5,0.8404118,-6.38363569849254e-6
145,0.0028291158,,,,0.0034495832,,,-0.001923826,,,0.49930325,100000,4,0.7867684,-6.397052585427332e-6
648,,,,0.003717714,,,,-0.0019180429,,0.002467316,0.49934965,100000,4,0.7867684,-6.397052585427332e-6
408,,,,0.0037039602,0.0034313528,,,-0.0019272451,-0.0020556066,,0.49990848,100000,5,0.83743143,-6.502849756673257e-6
277,0.0028509458,,-0.003048635,,0.0034597102,,,,-0.0020585686,,0.5008759,100000,5,0.8359413,-6.562456785763615e-6
568,,,,0.0036878304,0.0034114148,0.0013637291,,,,0.002449073,0.49603117,100000,5,0.8359413,-6.562456785763615e-6
780,,,-0.0030236042,0.0037196307,,,,,-0.002073912,0.0024898192,0.5009242,100000,5,0.8359413,-6.562456785763615e-6
605,0.0028251347,,-0.0030507806,0.003687769,0.003427688,,0.0021594914,,,0.0024488955,0.49572787,100000,7,0.8900812,-6.595234005368766e-6
517,0.0028485104,,-0.0030377267,,,,,,,0.002479819,0.5003306,100000,4,0.7788211,-6.6354783174737975e-6
260,,,-0.0030183333,,,,,,-0.002049726,,0.50401336,100000,3,0.6645807,-6.708498388352524e-6
220,,,-0.003037986,0.0037069886,0.0034559523,,0.0021602456,-0.0019363628,,,0.4993048,100000,6,0.8642528,-6.787471919844634e-6
665,0.0028112433,,,0.0036842683,0.0034085286,,,-0.0019254396,,0.0024401213,0.4962719,100000,6,0.8630607,-6.847079544902712e-6
18,,0.0010630314,,,0.003446725,,,,,,0.4992309,100000,3,0.65564,-6.887315899151147e-6
797,0.0028335284,,-0.0030537676,0.003685951,0.0034181695,,,,-0.0020824997,0.0024624916,0.49784645,100000,7,0.8841205,-6.952883333077864e-6
52,,,-0.00304225,,0.0034680269,0.0013795708,,,,,0.50058,100000,4,0.7669001,-6.993116915321451e-6
45,0.0028459055,,-0.0030385926,0.0037050927,,0.0013832683,,,,,0.49902898,100000,5,0.82402015,-7.039313018486482e-6
11,0.0028189612,0.0010803225,,0.0037122585,,,,,,,0.49767426,100000,4,0.7629264,-7.112329781344684e-6
328,,,,0.003729443,,,0.0021550744,,-0.0020624928,,0.4995709,100000,4,0.76093954,-7.171936214245278e-6
132,,,-0.0030239066,,,,,-0.0019210151,,,0.50395095,100000,3,0.6407389,-7.185345083593475e-6
412,,,-0.0030407542,0.0037052573,0.0034466626,,,-0.0019325336,-0.0020523039,,0.5014175,100000,6,0.85590804,-7.204725296139358e-6
149,0.0028425702,,-0.0030542507,,0.003465471,,,-0.0019289124,,,0.5008144,100000,5,0.81954974,-7.2181341057575565e-6
538,,0.0010858974,,0.0036959376,0.0034048762,,,,,0.002450443,0.496168,100000,5,0.8180596,-7.277741134847915e-6
652,,,-0.0030289846,0.0037188495,,,,-0.0019232538,,0.00247263,0.50085974,100000,5,0.8180596,-7.277741134847915e-6
65,0.0028376898,,,,,,0.002142201,,,,0.49898815,100000,3,0.63179827,-7.3641625943920985e-6
572,,,-0.0030480227,0.0036889652,0.003426627,0.0013727148,,,,0.0024544059,0.49753582,100000,6,0.85233164,-7.383548171757681e-6
669,0.0028251817,,-0.0030592706,0.0036850213,0.00342416,,,-0.0019307755,,0.0024451858,0.49778283,100000,7,0.876173,-7.42974910350469e-6
592,,,,,0.003442816,,0.0021586257,,,0.0024549568,0.49745622,100000,4,0.7510054,-7.469968379192338e-6
345,0.0028214024,,,0.0036957685,0.0034282964,,0.0021677732,,-0.0020708558,,0.49645883,100000,6,0.84875524,-7.56237104715396e-6
585,0.0028193933,,,0.0037092546,,,0.0021534278,,,0.0024677853,0.4959036,100000,5,0.81060886,-7.575776280077662e-6
257,0.0028458657,,,,,,,,-0.0020634069,,0.5010883,100000,3,0.6198774,-7.602585941901552e-6
120,,,,0.0036984163,0.0034371011,0.0013591447,0.0021670514,,,,0.49615428,100000,5,0.8061385,-7.754597367348737e-6
777,0.0028276893,,,0.0037072867,,,,,-0.0020873963,0.0024815851,0.4980154,100000,5,0.8061385,-7.754597367348737e-6
22,,0.0010499576,-0.0030339244,,0.0034621495,,,,,,0.50074285,100000,4,0.7390844,-7.827606977039991e-6
200,,,,0.003728778,,,0.0021539836,-0.0019225335,,,0.49950096,100000,4,0.7390844,-7.827606977039991e-6
784,,,,,0.0034333072,,,,-0.0020691645,0.0024684267,0.49956957,100000,4,0.7390844,-7.827606977039991e-6
15,0.00283212,0.001067915,-0.0030299926,0.0037134166,,,,,,,0.49918446,100000,5,0.8016681,-7.933418454619812e-6
542,,0.0010729758,-0.003039099,0.0036970389,0.0034205918,,,,,0.0024555114,0.49767914,100000,6,0.83921826,-8.039232048728806e-6
32,,,,,,0.0013674712,,,,,0.5008005,100000,2,0.18477105,-8.152437538155866e-6
332,,,-0.0030141408,0.003730347,,,0.0021481547,,-0.002059048,,0.50107557,100000,5,0.7957076,-8.171846570981245e-6
596,,,-0.0030369444,,0.0034580412,,0.0021512425,,,0.0024599698,0.4989645,100000,5,0.7957076,-8.171846570981245e-6
217,0.0028131576,,,0.0036948463,0.0034341395,,0.0021665134,-0.0019299609,,,0.4963899,100000,6,0.83564186,-8.218054924347129e-6
49,0.0028394097,,,,0.0034458402,0.0013900488,,,,,0.49764496,100000,4,0.7251766,-8.244852008010284e-6
69,0.0028506317,,-0.0030281744,,,,0.0021349955,,,,0.5004952,100000,4,0.7251766,-8.244852008010284e-6
392,,,,0.003726687,,,,-0.0019186665,-0.0020574587,,0.5016073,100000,4,0.7251766,-8.244852008010284e-6
552,,,,0.0037105044,,0.00136056,,,,0.00247307,0.497713,100000,4,0.7251766,-8.244852008010284e-6
589,0.0028322523,,-0.003033424,0.0037098967,,,0.0021459605,,,0.0024730277,0.49741066,100000,6,0.83444977,-8.277662549405207e-6
129,0.0028375562,,,,,,,-0.0019148653,,,0.5010174,100000,3,0.5841148,-8.317855984651956e-6
312,,,,0.0036964917,0.0034275558,0.0013581226,,,-0.002058259,,0.49827468,100000,5,0.7912371,-8.35066765825232e-6
349,0.0028353326,,-0.0030445182,0.003696449,0.003443785,,0.0021605315,,-0.002067707,,0.49796447,100000,7,0.8602779,-8.383480644358343e-6
409,0.0028214576,,,0.0036929213,0.003424588,,,-0.0019261544,-0.0020659114,,0.49850726,100000,6,0.8320655,-8.396877799743407e-6
90,,0.0010880843,,0.0037066226,0.0034306857,,0.0021726245,,,,0.49628553,100000,5,0.7882569,-8.469881716433036e-6
649,0.0028192808,,,0.003706302,,,,-0.0019170706,,0.002464233,0.49794286,100000,5,0.7882569,-8.469881716433036e-6
261,0.0028588553,,-0.0030312345,,,,,,-0.002060399,,0.5025917,100000,4,0.7152425,-8.542884172957343e-6
656,,,,,0.003439182,,,-0.0019215819,,0.0024511407,0.49950072,100000,4,0.7152425,-8.542884172957343e-6
124,,,-0.0030386406,0.0036995825,0.0034522624,0.0013681104,0.0021600432,,,,0.4976605,100000,6,0.8272971,-8.635308300641853e-6
781,0.0028407339,,-0.0030363363,0.0037081027,,,,,-0.0020844908,0.0024867007,0.4995186,100000,6,0.8272971,-8.635308300641853e-6
204,,,-0.0030196896,0.0037294382,,,0.0021468475,-0.0019274958,,,0.5010128,100000,5,0.7822963,-8.70830983279447e-6
788,,,-0.0030398755,,0.0034486237,,,,-0.0020657398,0.0024733238,0.5010739,100000,5,0.7822963,-8.70830983279447e-6
522,,0.0011013709,,0.003718341,,,,,,0.0024744647,0.49783722,100000,4,0.709282,-8.72170347188117e-6
2,,0.0010795562,,,,,,,,,0.5009439,100000,2,0.12516741,-8.748489946475146e-6
569,0.0028214518,,,0.003676705,0.0034047277,0.0013831313,,,,0.002445918,0.49461722,100000,6,0.8249128,-8.754523550980053e-6
221,0.0028270865,,-0.0030499764,0.0036956,0.003449739,,0.0021593175,-0.0019352332,,,0.4979023,100000,7,0.8523303,-8.86034641478517e-6
53,0.0028528022,,-0.0030552468,,0.0034615775,0.0013991434,,,,,0.49914962,100000,5,0.7778259,-8.8871309198435e-6
184,,,,0.0036956097,0.0034333174,0.0013359407,,-0.0019149506,,,0.49821085,100000,5,0.7778259,-8.8871309198435e-6
282,,0.0010782302,,0.0037046,0.0034211003,,,,-0.002059606,,0.4984139,100000,5,0.7778259,-8.8871309198435e-6
316,,,-0.0030416336,0.0036976903,0.0034427808,0.0013670832,,,-0.0020550734,,0.49977723,100000,6,0.82014436,-8.992954051656454e-6
36,,,-0.0030245634,,,0.0013766501,,,,,0.5023044,100000,3,0.5483523,-9.033126027624405e-6
396,,,-0.0030225804,0.003727645,,,,-0.001924,-0.0020541297,,0.50311536,100000,5,0.77335554,-9.065952007114575e-6
556,,,-0.0030298913,0.0037111999,,0.0013698587,,,,0.0024782517,0.49921665,100000,5,0.77335554,-9.065952007114575e-6
19,0.0028259873,0.0010524543,,,0.003440197,,,,,,0.4978226,100000,4,0.69736105,-9.079342069950869e-6
660,,,-0.0030454013,,0.0034545697,,,-0.0019270158,,0.0024563994,0.50101197,100000,5,0.77037525,-9.185166065295292e-6
576,,,,,,,0.0021449567,,,0.002479423,0.49916986,100000,3,0.53941166,-9.211943538200984e-6
329,0.002829808,,,0.0037181699,,,0.0021544683,,-0.0020725457,,0.498163,100000,5,0.76888514,-9.24477309438565e-6
133,0.0028505975,,-0.0030367782,,,,,-0.0019199732,,,0.50252765,100000,4,0.6914006,-9.258161368874696e-6
336,,,,,0.0034590885,,0.0021596337,,-0.002053934,,0.49970144,100000,4,0.6914006,-9.258161368874696e-6
413,0.0028355275,,-0.0030529161,0.0036937841,0.0034403305,,,-0.0019314078,-0.0020625952,,0.5000157,100000,7,0.84537625,-9.277603963964154e-6
573,0.0028355322,,-0.0030602352,0.003677375,0.003420301,0.0013920839,,,,0.0024510433,0.4961215,100000,7,0.84537625,-9.277603963964154e-6
653,0.0028325045,,-0.0030417456,0.003707313,,,,-0.0019219882,,0.0024694246,0.49945238,100000,6,0.81418383,-9.290992177612978e-6
94,,0.0010749409,-0.003029751,0.0037076247,0.0034462241,,0.0021654926,,,,0.49779835,100000,6,0.8129916,-9.3505998028931e-6
539,0.0028081099,0.0010753702,,0.003684903,0.003398682,,,,,0.0024471243,0.49477538,100000,6,0.8129916,-9.3505998028931e-6
593,0.0028260627,,,,0.0034360613,,0.0021572742,,,0.0024514487,0.49604505,100000,5,0.7644147,-9.423594181656725e-6
856,,,,0.0037017907,0.0034175091,,0.0021702333,,-0.0020783285,0.002461735,0.49664807,100000,6,0.81060743,-9.4698150532313e-6
768,,,,,,,,,-0.0020712425,0.002492907,0.5012727,100000,3,0.5245106,-9.509972722865356e-6
23,0.0028393446,0.0010400303,-0.003046418,,0.0034554088,,,,,,0.4993339,100000,5,0.7599443,-9.6024152689278e-6
154,,0.0010778925,,0.0037038436,0.0034271057,,,-0.0019312534,,,0.4983464,100000,5,0.7599443,-9.6024152689278e-6
104,,,,0.0037213326,,0.0013559844,0.0021538977,,,,0.4978674,100000,4,0.67749274,-9.675406399622943e-6
208,,,,,0.0034651388,,0.0021585901,-0.001926211,,,0.49963427,100000,4,0.67749274,-9.675406399622943e-6
188,,,-0.003047097,0.0036968302,0.0034485895,0.0013448687,,-0.0019198253,,,0.49972013,100000,6,0.8058389,-9.708245553907702e-6
6,,0.0010660972,-0.0030156812,,,,,,,,0.5024545,100000,3,0.5125898,-9.74839607037481e-6
121,0.0028232979,,,0.0036872774,0.0034303193,0.001378554,0.002166308,,,,0.49473828,100000,6,0.8034547,-9.827460804245902e-6
286,,0.0010651897,-0.0030328594,0.0037056506,0.003436766,,,,-0.0020562662,,0.49992287,100000,6,0.8034547,-9.827460804245902e-6
201,0.0028212413,,,0.0037170383,,,0.002152973,-0.0019214929,,,0.4980923,100000,5,0.7524937,-9.900450414379591e-6
526,,0.0010891245,-0.0030217026,0.003719195,,,,,,0.0024795623,0.49934745,100000,5,0.7524937,-9.900450414379591e-6
785,0.0028346109,,,,0.0034267004,,,,-0.0020792412,0.0024653163,0.4981582,100000,5,0.7524937,-9.900450414379591e-6
296,,,,0.0037196307,,0.0013551497,,,-0.0020598306,,0.499977,100000,4,0.6655718,-1.0033044997692642e-5
728,,,,0.0037009015,0.0034235076,,0.002168994,-0.0019281027,,0.0024445634,0.49657878,100000,6,0.7986862,-1.0065891305144348e-5
340,,,-0.0030304198,,0.0034744903,,0.0021523745,,-0.0020508496,,0.5012073,100000,5,0.7480233,-1.0079271501650666e-5
33,0.002847896,,,,,0.0013875057,,,,,0.499363,100000,3,0.49470863,-1.0106031091972056e-5
543,0.0028220112,0.0010625973,-0.0030516693,0.0036858898,0.0034143,,,,,0.0024524194,0.49628606,100000,7,0.8314681,-1.0112119062322122e-5
400,,,,,0.0034554307,,,-0.0019222625,-0.0020490128,,0.5017424,100000,4,0.6615982,-1.0152257863715874e-5
560,,,,,0.0034354082,0.0013767269,,,,0.0024569544,0.49785247,100000,4,0.6615982,-1.0152257863715874e-5
580,,,-0.0030194647,,,,0.0021377702,,,0.0024845568,0.5006769,100000,4,0.6615982,-1.0152257863715874e-5
333,0.0028427036,,-0.0030268745,0.0037188968,,,0.002147075,,-0.0020693226,,0.4996677,100000,6,0.796302,-1.0185106555482548e-5
74,,0.0011037244,,0.0037294892,,,0.0021596572,,,,0.49798578,100000,4,0.65961134,-1.0211864296616469e-5
640,,,,,,,,-0.0019129278,,0.002475355,0.50120145,100000,3,0.4887482,-1.022524276561576e-5
158,,0.0010646885,-0.0030383694,0.0037047833,0.0034426728,,,-0.0019363478,,,0.49986255,100000,6,0.7951098,-1.0244714180540626e-5
597,0.0028393674,,-0.0030497087,,0.0034518824,,0.0021500038,,,0.0024567423,0.49755225,100000,6,0.7951098,-1.0244714180540626e-5
860,,,-0.0030362038,0.0037021704,0.0034328883,,0.0021630183,,-0.0020749152,0.002466817,0.49815354,100000,7,0.82848775,-1.0290943726065649e-5
393,0.0028296344,,,0.0037151938,,,,-0.0019176714,-0.002067788,,0.50019896,100000,5,0.74206275,-1.0317699617790055e-5
553,0.0028294902,,,0.003698706,,0.0013803272,,,,0.0024700577,0.49629188,100000,5,0.74206275,-1.0317699617790055e-5
313,0.0028317564,,,0.0036854711,0.0034208961,0.0013777118,,,-0.0020686341,,0.496859,100000,6,0.7915335,-1.0423537056158949e-5
920,,,,0.0036990722,0.0034139664,,,-0.0019241753,-0.0020732062,0.0024581384,0.4986983,100000,6,0.7915335,-1.0423537056158949e-5
212,,,-0.0030360892,,0.0034802158,,0.0021510026,-0.001931288,,,0.50114733,100000,5,0.7390825,-1.0436913675970771e-5
772,,,-0.003022698,,,,,,-0.0020676982,0.0024977748,0.5027761,100000,4,0.6496773,-1.0509896461563528e-5
789,0.0028476953,,-0.0030526787,,0.0034423268,,,,-0.0020762172,0.0024704374,0.49966204,100000,6,0.7891493,-1.054275230649715e-5
168,,,,0.0037186013,,0.0013329423,,-0.0019061795,,,0.49991095,100000,4,0.6476905,-1.0569502894464122e-5
266,,0.001093803,,0.0037273124,,,,,-0.0020609607,,0.50010365,100000,4,0.6476905,-1.0569502894464122e-5
91,0.0028100251,0.0010774544,,0.0036955343,0.0034243793,,0.0021716033,,,,0.49489096,100000,6,0.78795713,-1.0602359931777272e-5
108,,,-0.0030203853,0.0037220037,,0.0013652159,0.0021466946,,,,0.49937254,100000,5,0.7346121,-1.0615734763241846e-5
657,0.0028263028,,,,0.0034326199,,,-0.0019207903,,0.0024479083,0.4980881,100000,5,0.7346121,-1.0615734763241846e-5
125,0.0028374079,,-0.0030508866,0.0036880122,0.0034459168,0.0013875226,0.0021587976,,,,0.49624416,100000,7,0.8225271,-1.0648593053996791e-5
3,0.0028343515,0.0010684774,,,,,,,,,0.4995286,100000,3,0.4649066,-1.0702089460856712e-5
732,,,-0.003041641,0.003701286,0.003438905,,0.002161778,-0.0019333197,,0.0024495397,0.49809134,100000,7,0.8215336,-1.0708201275244633e-5
205,0.0028343594,,-0.0030323411,0.003717996,,,0.0021457595,-0.0019266442,,,0.49960354,100000,6,0.78438085,-1.0781182807395595e-5
37,0.0028609666,,-0.0030376695,,,0.0013964241,,,,,0.50086665,100000,4,0.6397432,-1.0807928626510588e-5
530,,0.001073628,,,0.0034290662,,,,,0.0024581144,0.49800578,100000,4,0.6357696,-1.092714149253382e-5
185,0.0028231903,,,0.0036845035,0.0034265905,0.0013553932,,-0.0019133461,,,0.49679366,100000,6,0.78080446,-1.0960005682791873e-5
557,0.0028427253,,-0.0030427275,0.0036996207,,0.0013895737,,,,0.0024749532,0.49779502,100000,6,0.78080446,-1.0960005682791873e-5
300,,,-0.0030231995,0.0037203159,,0.001364434,,,-0.0020565724,,0.50147825,100000,5,0.72567135,-1.0973376937783996e-5
523,0.0028157702,0.0010913801,,0.003706946,,,,,,0.0024712672,0.4964378,100000,5,0.72567135,-1.0973376937783996e-5
404,,,-0.003038938,,0.0034709403,,,-0.0019276586,-0.0020459099,,0.5032515,100000,5,0.7241812,-1.1032983966874355e-5
564,,,-0.003046331,,0.0034505776,0.0013857306,,,,0.0024619645,0.49935728,100000,5,0.7241812,-1.1032983966874355e-5
840,,,,0.0037240372,,,0.0021570048,,-0.0020800666,0.0024860224,0.49833867,100000,5,0.7241812,-1.1032983966874355e-5
320,,,,,,,0.0021458077,,-0.002055681,,0.5014365,100000,3,0.44702542,-1.1059724482231914e-5
644,,,-0.003027991,,,,,-0.0019179182,,0.0024805749,0.5027116,100000,4,0.62980914,-1.1105960791457647e-5
397,0.002842857,,-0.0030352175,0.0037162572,,,,-0.001922556,-0.002064185,,0.50170594,100000,6,0.77722806,-1.1138828558410196e-5
577,0.0028342556,,,,,,0.0021441253,,,0.0024758575,0.4977511,100000,4,0.62782234,-1.1165567224358242e-5
317,0.0028457607,,-0.003053832,0.0036861908,0.0034365267,0.0013866563,,,-0.0020655266,,0.49836108,100000,7,0.8135862,-1.118506704567146e-5
924,,,-0.003044606,0.0036995073,0.0034294464,,,-0.0019294018,-0.0020698577,0.0024630849,0.50020695,100000,7,0.8135862,-1.118506704567146e-5
283,0.0028183952,0.0010676685,,0.0036935476,0.0034148577,,,,-0.0020698193,,0.4970196,100000,6,0.77484393,-1.1258043808748397e-5
661,0.0028394645,,-0.003058135,,0.0034483508,,,-0.0019258171,,0.0024531316,0.49959853,100000,6,0.77484393,-1.1258043808748397e-5
78,,0.0010911914,-0.0030121536,0.003730049,,,0.0021520068,,,,0.49949798,100000,5,0.7182207,-1.1271412083235788e-5
