index,x1_b,x1_t,x2_b,x2_t,x3_b,x3_t,x4_b,x4_t,x5_b,x5_t,x6_b,x6_t,x7_b,x7_t,x8_b,x8_t,x9_b,x9_t,x10_b,x10_t,_cons_b,_cons_t,nobs,ncoef,r2adj
278,,,0.0010534881,0.33253968,-0.0030316673,-0.95663553,,,0.003461211,1.093042,,,,,,,-0.0020497427,-0.64731675,,,,,100000,5,-1.3596086217315673e-5
456,,,,,,,0.0037319052,1.1804566,,,,,0.0021565515,0.68173105,-0.001919988,-0.60630333,-0.0020599891,-0.6505518,,,,,100000,5,-1.3596086217315673e-5
616,,,,,,,0.0037158064,1.1753573,,,0.0013623402,0.42980602,0.0021554374,0.6813792,,,,,0.0024746845,0.7800178,,,100000,5,-1.3596086217315673e-5
193,0.0028362249,0.89446867,,,,,,,,,,,0.0021437078,0.67767346,-0.0019163962,-0.60517,,,,,,,100000,4,-1.3609430976835313e-5
518,,,0.0010771628,0.34001365,-0.0030201515,-0.95301354,,,,,,,,,,,,,0.0024879044,0.78418064,,,100000,4,-1.3609430976835313e-5
535,0.0028363762,0.89449805,0.0010505302,0.331601,-0.0030505855,-0.96259475,,,0.003438319,1.0857828,,,,,,,,,0.002460006,0.7753671,,,100000,6,-1.364234881617854e-5
720,,,,,,,,,0.0034479038,1.0888268,,,0.0021599394,0.68279946,-0.0019232347,-0.607327,,,0.002452325,0.7729545,,,100000,5,-1.371530027549639e-5
700,,,,,-0.0030508016,-0.9626754,0.003691153,1.1675364,0.003431601,1.0836494,0.0013510688,0.42622125,,,-0.0019165974,-0.6051915,,,0.0024517046,0.7727536,,,100000,7,-1.3748220561771163e-5
798,,,0.001076169,0.339694,-0.0030368937,-0.95828336,0.0037005171,1.170499,0.0034194693,1.07981,,,,,,,-0.0020736097,-0.6548363,0.0024703648,0.77861106,,,100000,7,-1.3748220561771163e-5
808,,,,,,,0.0037138173,1.17473,,,0.0013612984,0.42947736,,,,,-0.0020775406,-0.65607893,0.0024878378,0.78414375,,,100000,5,-1.3774907304586748e-5
473,0.002821306,0.88974756,,,,,0.0036982566,1.1697786,0.0034333037,1.084217,,,0.002169088,0.68568885,-0.0019276008,-0.6087052,-0.0020685415,-0.6532482,,,,,100000,7,-1.3807828783019005e-5
545,0.0028444447,0.8970391,,,,,,,,,0.0013936562,0.43967858,,,,,,,0.0024780252,0.7810722,,,100000,4,-1.3847856708659734e-5
713,0.0028181346,0.8887551,,,,,0.003711831,1.1740961,,,,,0.0021547046,0.6811476,-0.0019184309,-0.60581136,,,0.002465398,0.7770919,,,100000,6,-1.3880779317076986e-5
852,,,,,-0.0030355044,-0.95785046,,,0.0034568715,1.0916476,,,0.002153855,0.68087375,,,-0.002068628,-0.6532642,0.0024746996,0.7799863,,,100000,6,-1.3880779317076986e-5
288,,,,,,,,,,,0.0013685212,0.43176028,,,,,-0.0020539209,-0.6486371,,,,,100000,3,-1.3920804653677621e-5
305,0.0028468904,0.8978027,,,,,,,0.0034450723,1.087968,0.0013907673,0.43876833,,,,,-0.0020624448,-0.6513247,,,,,100000,5,-1.3953728391857823e-5
385,0.0028444128,0.8970448,,,,,,,,,,,,,-0.0019124448,-0.60392183,-0.002061521,-0.65103257,,,,,100000,4,-1.3967069574682967e-5
633,0.002821253,0.8897154,,,,,0.0036819037,1.1645988,0.0034132712,1.0778673,0.0013846875,0.43684602,0.002167667,0.68524003,,,,,0.0024471816,0.7713291,,,100000,7,-1.3986653446984576e-5
845,0.0028403958,0.89576095,,,-0.0030312138,-0.95649964,0.003713499,1.1746231,,,,,0.0021486464,0.67923,,,-0.0020871486,-0.6591077,0.0024879267,0.78417236,,,100000,7,-1.3986653446984576e-5
46,,,0.0010738764,0.33897573,-0.003021448,-0.9534197,0.0037198146,1.176625,,,0.0013598369,0.42901328,,,,,,,,,,,100000,5,-1.407294245003854e-5
150,,,0.0010530798,0.33241078,-0.0030372068,-0.95838255,,,0.0034670562,1.0948843,,,,,-0.0019310805,-0.60980374,,,,,,,100000,5,-1.407294245003854e-5
325,0.0028579722,0.9013123,,,-0.0030258396,-0.95480514,,,,,,,0.002137632,0.67575043,,,-0.0020629396,-0.6514802,,,,,100000,5,-1.407294245003854e-5
586,,,0.0011148221,0.3518962,,,0.0037237932,1.1778843,,,,,0.0021610532,0.6831426,,,,,0.002475645,0.78031534,,,100000,5,-1.407294245003854e-5
912,,,,,,,,,0.003437898,1.0856746,,,,,-0.0019188387,-0.60593843,-0.0020667575,-0.65267396,0.0024659846,0.77724,,,100000,5,-1.407294245003854e-5
66,,,0.0010920338,0.3447081,,,,,,,,,0.0021496923,0.6795536,,,,,,,,,100000,3,-1.4099622164476244e-5
63,0.0028343238,0.8938226,0.0010471258,0.33052576,-0.0030517406,-0.96295595,0.0036861277,1.165935,0.0034326771,1.0840044,0.0013824122,0.43612498,,,,,,,,,,,100000,7,-1.4165478110950147e-5
905,0.0028265438,0.8914011,,,,,0.0037099195,1.1734933,,,,,,,-0.0019143635,-0.6045265,-0.002085271,-0.65851516,0.0024790938,0.781389,,,100000,6,-1.4178817443033509e-5
117,0.0028516778,0.8993088,,,-0.0030498588,-0.96236813,,,0.0034701398,1.0958622,0.0014007362,0.44191122,0.0021496848,0.67955565,,,,,,,,,100000,6,-1.4238425068091587e-5
143,0.002831255,0.89287835,0.0010702583,0.33783296,-0.0030332147,-0.9571257,0.003716107,1.1754491,,,,,,,-0.0019265644,-0.6083789,,,,,,,100000,6,-1.4238425068091587e-5
248,,,,,,,0.003701241,1.1707263,0.0034416148,1.0868441,0.0013373696,0.42190245,0.0021684936,0.6855012,-0.0019161515,-0.6050518,,,,,,,100000,6,-1.4238425068091587e-5
346,,,0.0010909191,0.34435034,,,0.0037104501,1.1736394,0.0034297837,1.0830998,,,0.0021751774,0.68760204,,,-0.0020622169,-0.6512549,,,,,100000,6,-1.4238425068091587e-5
670,,,0.0010755669,0.33950397,-0.003042394,-0.96001804,0.0036996459,1.1702237,0.0034255048,1.0817125,,,,,-0.0019333538,-0.61052054,,,0.0024530587,0.7731754,,,100000,7,-1.4284694553667876e-5
83,0.0028247011,0.89082557,0.0010653766,0.33628765,,,,,0.003448335,1.0889786,,,0.0021622137,0.6835067,,,,,,,,,100000,5,-1.4311370566177928e-5
100,,,,,-0.0030194665,-0.95279986,,,,,0.0013785263,0.4349148,0.002137325,0.67565346,,,,,,,,,100000,4,-1.4324708172752665e-5
620,,,,,-0.0030254577,-0.95468867,0.0037165326,1.1755861,,,0.0013714423,0.43267572,0.0021480096,0.6790289,,,,,0.0024797968,0.7816276,,,100000,6,-1.4357640318429787e-5
160,,,,,,,,,,,0.0013463371,0.4247343,,,-0.0019007025,-0.60017616,,,,,,,100000,3,-1.4457257185851446e-5
380,,,,,-0.0030360345,-0.9580146,0.0037026366,1.1711668,0.003451433,1.0899338,0.0013686607,0.43179935,0.0021625399,0.6836167,,,-0.0020576722,-0.64981973,,,,,100000,7,-1.4463519217411402e-5
825,0.0028295764,0.89233416,,,,,0.0036799659,1.1639875,0.0034036005,1.0748211,0.0013837354,0.4365456,,,,,-0.0020860697,-0.65876764,0.0024608627,0.7756216,,,100000,7,-1.4463519217411402e-5
177,0.0028382468,0.89508235,,,,,,,0.003450697,1.0897406,0.0013684686,0.431706,,,-0.0019084312,-0.60261464,,,,,,,100000,5,-1.4490191653449003e-5
197,0.0028497349,0.8987201,,,-0.0030312792,-0.95652056,,,,,,,0.002136397,0.67536014,-0.0019213005,-0.60671765,,,,,,,100000,5,-1.4490191653449003e-5
680,,,,,,,0.003713005,1.1744732,,,0.0013392961,0.42250898,,,-0.0019029132,-0.600873,,,0.0024707164,0.7787661,,,100000,5,-1.4490191653449003e-5
778,,,0.0011051288,0.34884202,,,0.0037217953,1.1772542,,,,,,,,,-0.0020787343,-0.65645486,0.0024894585,0.7846495,,,100000,5,-1.4490191653449003e-5
460,,,,,-0.0030180388,-0.9523513,0.0037330731,1.1808252,,,,,0.002149337,0.67944807,-0.0019250029,-0.6078857,-0.0020566797,-0.64950603,,,,,100000,6,-1.453646319404811e-5
724,,,,,-0.0030409058,-0.9595537,,,0.0034628802,1.0935413,,,0.0021526143,0.6804816,-0.0019282084,-0.6088967,,,0.0024575146,0.7745888,,,100000,6,-1.453646319404811e-5
440,,,,,,,0.003699534,1.170188,0.0034323048,1.083912,0.0013365762,0.42165217,,,-0.0019123366,-0.6038467,-0.0020561244,-0.64933133,,,,,100000,6,-1.4596070819328233e-5
477,0.0028342523,0.8938215,,,-0.0030479454,-0.96176654,0.0036992354,1.1700877,0.0034486337,1.0890437,,,0.0021616751,0.6833433,-0.0019329212,-0.6103843,-0.0020653107,-0.65222734,,,,,100000,8,-1.4629009051692066e-5
637,0.002834369,0.8938425,,,-0.0030551383,-0.9640325,0.003682956,1.1649313,0.003428715,1.08273,0.001393607,0.4396578,0.0021603862,0.6829362,,,,,0.0024524226,0.77297974,,,100000,8,-1.4629009051692066e-5
258,,,0.0010820859,0.34157342,,,,,,,,,,,,,-0.002055233,-0.6490506,,,,,100000,3,-1.463607469665007e-5
717,0.0028320418,0.8931319,,,-0.0030366895,-0.9582263,0.003712639,1.1743512,,,,,0.0021473125,0.6788084,-0.0019235151,-0.60741585,,,0.0024705643,0.77871895,,,100000,7,-1.4642343881376974e-5
549,0.002858069,0.9013266,,,-0.0030416911,-0.95980436,,,,,0.0014025595,0.44248512,,,,,,,0.0024832105,0.7827051,,,100000,5,-1.4669012740720078e-5
515,0.0028309936,0.89281166,0.0010791448,0.34063983,,,,,,,,,,,,,,,0.0024791418,0.78141886,,,100000,4,-1.4682346770600319e-5
218,,,0.0010903274,0.34416354,,,0.0037094243,1.1733153,0.003435526,1.0849097,,,0.0021738098,0.68716997,-0.0019326963,-0.610314,,,,,,,100000,6,-1.4715286069666433e-5
309,0.0028599566,0.9019135,,,-0.0030528612,-0.9633176,,,0.0034606792,1.0928824,0.0013998024,0.4416166,,,,,-0.0020590494,-0.6502518,,,,,100000,6,-1.4715286069666433e-5
812,,,,,-0.0030283737,-0.9556108,0.0037147785,1.175033,,,0.0013706655,0.43243065,,,,,-0.0020744542,-0.6551034,0.0024933426,0.78587735,,,100000,6,-1.4715286069666433e-5
275,0.002833358,0.89354956,0.0010559378,0.33331358,,,,,0.0034391568,1.0860881,,,,,,,-0.002063236,-0.65157366,,,,,100000,5,-1.4788226798900794e-5
603,0.0028074211,0.8853677,0.0010880657,0.34344432,,,0.003690395,1.1672853,0.003407119,1.0759128,,,0.002172953,0.6868991,,,,,0.0024485227,0.77174664,,,100000,7,-1.4821168545342545e-5
389,0.0028581175,0.90135765,,,-0.003034223,-0.9574515,,,,,,,,,-0.0019175241,-0.60552466,-0.002057755,-0.6498427,,,,,100000,5,-1.4847833827991153e-5
292,,,,,-0.0030223846,-0.9537227,,,,,0.0013776389,0.43463477,,,,,-0.0020502247,-0.6474693,,,,,100000,4,-1.4861166069524145e-5
916,,,,,-0.0030437228,-0.9604448,,,0.0034535092,1.0905901,,,,,-0.001924627,-0.6077651,-0.002063476,-0.65163696,0.002470993,0.77881706,,,100000,6,-1.4953716570342834e-5
252,,,,,-0.0030413582,-0.95969343,0.0037018298,1.1709118,0.0034573006,1.0917829,0.0013464829,0.4247755,0.0021613047,0.68322635,-0.0019212454,-0.60665923,,,,,,,100000,7,-1.4999993209308116e-5
909,0.0028404787,0.89578664,,,-0.0030396273,-0.95915556,0.0037108033,1.1737726,,,,,,,-0.0019196441,-0.60619307,-0.0020821486,-0.6575284,0.0024842443,0.783011,,,100000,7,-1.4999993209308116e-5
50,,,0.0010582911,0.3340569,,,,,0.0034475434,1.0887392,0.0013669622,0.43126556,,,,,,,,,,,100000,4,-1.5039985368447972e-5
832,,,,,,,,,,,,,0.0021477973,0.6789655,,,-0.0020737585,-0.65488446,0.0024939652,0.78607875,,,100000,4,-1.5039985368447972e-5
829,0.0028428785,0.89652014,,,-0.0030580426,-0.9649509,0.0036811822,1.164372,0.0034192854,1.0797601,0.0013928595,0.43942198,,,,,-0.0020828997,-0.657766,0.0024660304,0.7772489,,,100000,8,-1.5105879591192917e-5
130,,,0.001081551,0.34140447,,,,,,,,,,,-0.0019173434,-0.6054684,,,,,,,100000,3,-1.5112921391891021e-5
87,0.002838161,0.89506084,0.0010523509,0.3321729,-0.0030413244,-0.9596703,,,0.0034639537,1.0938963,,,0.0021546911,0.6811264,,,,,,,,,100000,6,-1.5132539445961157e-5
181,0.0028515477,0.8992674,,,-0.0030582803,-0.9650265,,,0.00346649,1.0947138,0.001377595,0.434583,,,-0.0019131728,-0.6041108,,,,,,,100000,6,-1.5132539445961157e-5
590,,,0.001101697,0.34774995,-0.0030163317,-0.95180464,0.0037247613,1.1781899,,,,,0.002153577,0.68077695,,,,,0.0024809483,0.7819855,,,100000,6,-1.5132539445961157e-5
849,0.0028336563,0.8936486,,,,,,,0.0034347498,1.0846723,,,0.0021601182,0.682855,,,-0.002082246,-0.65756035,0.0024665743,0.7774255,,,100000,6,-1.5132539445961157e-5
43,0.0028281424,0.89188457,0.0010760288,0.33965567,,,0.0037074347,1.1726989,,,0.001370536,0.43238023,,,,,,,,,,,100000,5,-1.5145868973442944e-5
350,,,0.0010780343,0.34027994,-0.0030275083,-0.95531964,0.0037111633,1.1738644,0.0034452488,1.0879691,,,0.0021678736,0.6852909,,,-0.002058934,-0.6502174,,,,,100000,7,-1.5178817873051642e-5
697,0.002821071,0.8896575,,,,,0.0036791672,1.1637352,0.0034095666,1.0767015,0.0013615633,0.4295234,,,-0.0019102615,-0.6031914,,,0.002443473,0.7701593,,,100000,7,-1.5178817873051642e-5
795,0.0028160547,0.8880846,0.0010785437,0.34044418,,,0.00368859,1.1667161,0.0033976894,1.0729429,,,,,,,-0.0020872052,-0.6591254,0.002462064,0.7759949,,,100000,7,-1.5178817873051642e-5
650,,,0.0011045791,0.34866852,,,0.0037208702,1.1769618,,,,,,,-0.00191965,-0.6061955,,,0.0024721762,0.7792213,,,100000,5,-1.5205476002533302e-5
70,,,0.0010788689,0.34054923,-0.0030107177,-0.9500345,,,,,,,0.002142457,0.67726415,,,,,,,,,100000,4,-1.52188046673718e-5
410,,,0.0010805618,0.3410864,,,0.0037075188,1.1727142,0.0034260773,1.0819335,,,,,-0.0019288699,-0.60910517,-0.0020573072,-0.6497041,,,,,100000,6,-1.531136232157948e-5
147,0.0028250017,0.8909198,0.001055408,0.3331463,,,,,0.0034449324,1.0879084,,,,,-0.001925007,-0.60788625,,,,,,,100000,5,-1.532469006071402e-5
97,0.0028462855,0.89761955,,,,,,,,,0.0013888666,0.43816838,0.0021435341,0.6776181,,,,,,,,,100000,4,-1.5397623966295626e-5
164,,,,,-0.0030277215,-0.9554057,,,,,0.0013556308,0.42766425,,,-0.0019057128,-0.6017571,,,,,,,100000,4,-1.5397623966295626e-5
279,0.0028465807,0.8977101,0.0010427415,0.32914495,-0.0030442846,-0.96060646,,,0.0034546002,1.0909505,,,,,,,-0.002060126,-0.6505909,,,,,100000,6,-1.543057757191768e-5
570,,,0.0010811526,0.3412683,,,0.0036913578,1.1675953,0.0034061,1.075601,0.001359996,0.42906368,,,,,,,0.002453767,0.7733975,,,100000,6,-1.543057757191768e-5
684,,,,,-0.0030337058,-0.9572924,0.0037139577,1.1747736,,,0.0013485174,0.4254161,,,-0.0019080383,-0.6024903,,,0.0024761127,0.7804657,,,100000,6,-1.543057757191768e-5
782,,,0.0010922462,0.34477234,-0.0030192998,-0.9527434,0.0037229445,1.177617,,,,,,,,,-0.002075652,-0.65548074,0.002494569,0.78625876,,,100000,6,-1.543057757191768e-5
262,,,0.001069402,0.33756635,-0.0030136416,-0.95095927,,,,,,,,,,,-0.0020515008,-0.64787143,,,,,100000,4,-1.5457230399418265e-5
704,,,,,,,,,,,,,0.0021463002,0.6784922,-0.0019141573,-0.60446215,,,0.0024769187,0.78072506,,,100000,4,-1.5457230399418265e-5
607,0.0028208178,0.8895835,0.0010752191,0.33938617,-0.0030463631,-0.9612586,0.0036913245,1.1675792,0.0034226854,1.0808139,,,0.0021657038,0.6846052,,,,,0.0024535775,0.7733384,,,100000,8,-1.546353249559651e-5
360,,,,,,,0.0037246204,1.1781452,,,0.0013566035,0.42799702,0.002156248,0.6816344,,,-0.002062631,-0.65138614,,,,,100000,5,-1.550351114776305e-5
519,0.002844181,0.89696133,0.0010667866,0.33673576,-0.0030330492,-0.9570731,,,,,,,,,,,,,0.0024842687,0.7830334,,,100000,5,-1.550351114776305e-5
444,,,,,-0.0030444576,-0.9606736,0.0036998624,1.1702912,0.0034477194,1.0887653,0.0013454373,0.42444566,,,-0.0019174101,-0.6054477,-0.0020528566,-0.6482988,,,,,100000,7,-1.5536467200982784e-5
464,,,,,,,,,0.0034641293,1.0939769,,,0.002160854,0.6830875,-0.0019240136,-0.6075725,-0.0020519567,-0.6480154,,,,,100000,5,-1.5563118176853408e-5
624,,,,,,,,,0.0034438176,1.0875385,0.0013779978,0.4347481,0.0021595147,0.6826646,,,,,0.0024580655,0.7747612,,,100000,5,-1.5563118176853408e-5
222,,,0.001077676,0.34016684,-0.0030329607,-0.9570392,0.003710309,1.1735946,0.003451229,1.0898539,,,0.002166698,0.6849195,-0.0019376809,-0.6118869,,,,,,,100000,7,-1.5596075422230626e-5
377,0.002831519,0.89294684,,,,,0.0036906865,1.1673769,0.0034294745,1.08301,0.001379268,0.43513724,0.0021687706,0.68558794,,,-0.0020713243,-0.65412694,,,,,100000,7,-1.5596075422230626e-5
457,0.0028286153,0.89205426,,,,,0.0037207794,1.1769267,,,,,0.002155817,0.68149835,-0.0019189994,-0.6059904,-0.0020702474,-0.6537864,,,,,100000,6,-1.566900807259408e-5
617,0.0028283864,0.8919664,,,,,0.003704231,1.1716849,,,0.0013819475,0.4359813,0.0021542788,0.6810122,,,,,0.002471191,0.77891535,,,100000,6,-1.566900807259408e-5
667,0.0028075874,0.88541967,0.0010778446,0.34022346,,,0.0036875864,1.166399,0.0034035714,1.0747968,,,,,-0.0019269085,-0.6084856,,,0.002444767,0.770562,,,100000,7,-1.5715291864948355e-5
984,,,,,,,0.0037046704,1.171813,0.0034223623,1.0807369,,,0.0021715544,0.6864678,-0.0019256264,-0.60808074,-0.002075723,-0.6555032,0.0024592779,0.7751236,,,100000,7,-1.5715291864948355e-5
289,0.0028546336,0.9002462,,,,,,,,,0.0013879426,0.4378769,,,,,-0.0020639426,-0.6517971,,,,,100000,4,-1.5755262564365324e-5
701,0.002834369,0.893842,,,-0.003063462,-0.96665984,0.0036803281,1.1641018,0.0034252265,1.0816325,0.0013705578,0.43235874,,,-0.0019153556,-0.6047988,,,0.0024486748,0.7717975,,,100000,8,-1.582118540022215e-5
799,0.0028291552,0.89220697,0.0010655167,0.33632904,-0.0030494959,-0.9622493,0.00368934,1.1669532,0.003413102,1.0777953,,,,,,,-0.0020839483,-0.6580962,0.002467207,0.7776145,,,100000,8,-1.582118540022215e-5
721,0.0028252886,0.89101523,,,,,,,0.0034407363,1.086559,,,0.0021588067,0.6824405,-0.0019218476,-0.60688835,,,0.0024491695,0.77195865,,,100000,6,-1.5847830948212405e-5
809,0.0028367473,0.89459723,,,,,0.003702307,1.1710782,,,0.0013810913,0.4357112,,,,,-0.00208794,-0.65935785,0.002484933,0.7832269,,,100000,6,-1.5847830948212405e-5
853,0.0028473332,0.8979527,,,-0.0030476335,-0.9616675,,,0.0034506305,1.0896733,,,0.002152798,0.6805387,,,-0.00207876,-0.6564588,0.0024715741,0.77899987,,,100000,7,-1.5894116528691882e-5
54,,,0.0010457751,0.3301031,-0.00303803,-0.95863855,,,0.0034633111,1.0937039,0.0013759843,0.43410975,,,,,,,,,,,100000,5,-1.5920760351395558e-5
232,,,,,,,0.0037238167,1.1778914,,,0.0013345511,0.42101303,0.002155016,0.68124515,-0.0019075352,-0.6023326,,,,,,,100000,5,-1.5920760351395558e-5
816,,,,,,,,,0.0034344057,1.0845741,0.0013772033,0.4344974,,,,,-0.0020695603,-0.65355885,0.0024718104,0.7790738,,,100000,5,-1.5920760351395558e-5
836,,,,,-0.0030170078,-0.95202565,,,,,,,0.0021401832,0.676556,,,-0.0020703736,-0.65381485,0.0024992307,0.78773695,,,100000,5,-1.5920760351395558e-5
134,,,0.0010689946,0.33743778,-0.0030190726,-0.952672,,,,,,,,,-0.001922639,-0.60713935,,,,,,,100000,4,-1.5993688296189745e-5
896,,,,,,,,,,,,,,,-0.0019106884,-0.6033661,-0.0020684323,-0.65320224,0.0024903752,0.7849464,,,100000,4,-1.5993688296189745e-5
47,0.0028414803,0.8960809,0.001062939,0.33552057,-0.0030341577,-0.9574195,0.0037085116,1.1730393,,,0.001379676,0.43526158,,,,,,,,,,,100000,6,-1.6026653823608683e-5
330,,,0.00110714,0.34947392,,,0.0037327057,1.1807035,,,,,0.0021619725,0.6834323,,,-0.0020639433,-0.6517995,,,,,100000,5,-1.6039974409576274e-5
414,,,0.0010679021,0.3370871,-0.00303601,-0.95800346,0.0037083987,1.172992,0.0034417897,1.0868809,,,,,-0.0019339931,-0.61072195,-0.0020538494,-0.64861137,,,,,100000,7,-1.6072941192657453e-5
574,,,0.001068297,0.33720717,-0.0030432679,-0.9602899,0.0036920712,1.1678202,0.0034216775,1.0805058,0.0013689519,0.43188703,,,,,,,0.0024588886,0.7750104,,,100000,7,-1.6132549413905295e-5
151,0.0028383206,0.8951107,0.0010422643,0.3289943,-0.0030498006,-0.9623459,,,0.0034604806,1.0928036,,,,,-0.0019301134,-0.6094977,,,,,,,100000,6,-1.6145869074168928e-5
654,,,0.0010916551,0.34458575,-0.0030248088,-0.95448065,0.0037220453,1.1773328,,,,,,,-0.001924515,-0.6077308,,,0.0024772878,0.78083086,,,100000,6,-1.6145869074168928e-5
67,0.0028332118,0.8935111,0.0010811782,0.34127876,,,,,,,,,0.0021489093,0.6793053,,,,,,,,,100000,4,-1.6172507595113572e-5
587,0.0028149504,0.8877438,0.0011040408,0.34849036,,,0.0037125319,1.1743113,,,,,0.0021597925,0.6827434,,,,,0.0024726377,0.7793662,,,100000,6,-1.6205476699227006e-5
913,0.002833733,0.89367247,,,,,,,0.0034312352,1.0835668,,,,,-0.0019179046,-0.60564274,-0.0020770738,-0.65592676,0.0024627482,0.7762186,,,100000,6,-1.6205476699227006e-5
381,0.0028445628,0.8970512,,,-0.0030487757,-0.9620248,0.0036917196,1.1677033,0.0034449035,1.087868,0.0013881234,0.4379288,0.0021614702,0.68327796,,,-0.002068068,-0.6530979,,,,,100000,8,-1.6238447122285393e-5
594,,,0.001086762,0.34303662,,,,,0.0034375899,1.0855601,,,0.0021650128,0.6843908,,,,,0.0024598122,0.7753065,,,100000,5,-1.6278402525937707e-5
249,0.002823116,0.89030224,,,,,0.003689907,1.1671305,0.0034353596,1.0848647,0.0013571326,0.42812663,0.0021675758,0.6852104,-0.0019147464,-0.60460746,,,,,,,100000,7,-1.6311374077870866e-5
347,0.0028178329,0.8886452,0.0010804357,0.34103855,,,0.0036991516,1.1700549,0.0034233867,1.0810759,,,0.002174035,0.6872402,,,-0.0020724777,-0.65449023,,,,,100000,7,-1.6311374077870866e-5
671,0.0028209046,0.8896106,0.0010649727,0.33615735,-0.0030549404,-0.9639662,0.0036884898,1.1666845,0.003419166,1.0797067,,,,,-0.0019322138,-0.6101598,,,0.002449863,0.7721668,,,100000,8,-1.6357664757160606e-5
364,,,,,-0.0030188803,-0.9526132,0.0037255967,1.1784531,,,0.0013658848,0.4309233,0.0021491237,0.6793801,,,-0.0020594224,-0.650372,,,,,100000,6,-1.638429957484533e-5
468,,,,,-0.0030343786,-0.9574941,,,0.003479391,1.0987816,,,0.0021538776,0.68088007,-0.0019287033,-0.6090525,-0.0020486012,-0.646955,,,,,100000,6,-1.638429957484533e-5
628,,,,,-0.0030415696,-0.95975965,,,0.00345925,1.0923975,0.00138727,0.4376713,0.0021522844,0.6803766,,,,,0.0024634167,0.7764466,,,100000,6,-1.638429957484533e-5
101,0.0028601086,0.9019697,,,-0.0030321484,-0.95679104,,,,,0.0013978978,0.44101536,0.002136135,0.67527664,,,,,,,,,100000,5,-1.6397616584118424e-5
424,,,,,,,0.0037220318,1.1773285,,,0.0013337415,0.42075762,,,-0.0019035784,-0.60108256,-0.0020577877,-0.6498562,,,,,100000,5,-1.6397616584118424e-5
461,0.0028424386,0.8964046,,,-0.0030301947,-0.956177,0.00372158,1.1771793,,,,,0.0021483905,0.6791482,-0.0019241106,-0.60760343,-0.00206698,-0.65275395,,,,,100000,7,-1.6430590520588595e-5
621,0.002842347,0.89635974,,,-0.0030376366,-0.9585214,0.0037050033,1.1719288,,,0.0013910767,0.4388593,0.002147126,0.6787489,,,,,0.0024764228,0.780563,,,100000,7,-1.6430590520588595e-5
161,0.0028463681,0.897645,,,,,,,,,0.0013661294,0.43096772,,,-0.0018996081,-0.59983,,,,,,,100000,4,-1.6470539760060632e-5
259,0.0028414915,0.8961162,0.001071504,0.33823046,,,,,,,,,,,,,-0.0020650674,-0.65215164,,,,,100000,4,-1.6470539760060632e-5
725,0.0028390375,0.89534205,,,-0.0030530582,-0.9633781,,,0.0034566761,1.0915787,,,0.002151556,0.68014634,-0.0019268576,-0.6084693,,,0.002454368,0.77359575,,,100000,7,-1.6490198741836437e-5
988,,,,,-0.003039024,-0.9589586,0.0037052482,1.1719953,0.0034378404,1.0856102,,,0.0021643825,0.6841984,-0.0019307984,-0.6097128,-0.0020724637,-0.6544733,0.0024644397,0.77674913,,,100000,8,-1.6536491209473425e-5
681,0.0028283265,0.89194715,,,,,0.0037015586,1.1708416,,,0.0013590173,0.42872,,,-0.001901599,-0.60045743,,,0.002467583,0.7777772,,,100000,6,-1.6563122450463652e-5
779,0.0028232725,0.8903624,0.001094332,0.3454313,,,0.0037105219,1.1736774,,,,,,,,,-0.0020893344,-0.65979725,0.0024860892,0.7835862,,,100000,6,-1.6563122450463652e-5
202,,,0.0011065311,0.34928173,,,0.0037316694,1.1803759,,,,,0.0021605585,0.6829854,-0.0019239607,-0.6075568,,,,,,,100000,5,-1.65764376713895e-5
688,,,,,,,,,0.0034402222,1.0864074,0.0013550144,0.42746988,,,-0.0019063504,-0.6019566,,,0.0024544438,0.7736188,,,100000,5,-1.65764376713895e-5
708,,,,,-0.0030225154,-0.9537625,,,,,,,0.0021388892,0.67614704,-0.0019195204,-0.6061543,,,0.00248209,0.7823534,,,100000,5,-1.65764376713895e-5
293,0.0028684752,0.9046021,,,-0.0030350918,-0.9577219,,,,,0.0013970893,0.44076034,,,,,-0.0020606515,-0.65075725,,,,,100000,5,-1.6636044700479857e-5
786,,,0.0010770031,0.3399616,,,,,0.0034279434,1.0825217,,,,,,,-0.0020708148,-0.6539541,0.0024730552,0.7794608,,,100000,5,-1.6636044700479857e-5
122,,,0.0010831889,0.34190828,,,0.003702027,1.1709682,0.0034318387,1.0837471,0.001355426,0.42762282,0.0021735956,0.6871015,,,,,,,,,100000,6,-1.6682337700801853e-5
900,,,,,-0.0030255239,-0.9547137,,,,,,,,,-0.0019156504,-0.604932,-0.002065307,-0.6522147,0.0024954458,0.7865431,,,100000,5,-1.675525875843853e-5
441,0.0028313512,0.8928932,,,,,0.003687881,1.1664913,0.003425746,1.0818366,0.0013561072,0.42780316,,,-0.0019109763,-0.6034166,-0.002066414,-0.6525759,,,,,100000,7,-1.6788239848297692e-5
813,0.002850907,0.8990533,,,-0.0030404967,-0.9594261,0.0037032568,1.1713781,,,0.0013903802,0.4386396,,,,,-0.0020847577,-0.65835226,0.0024901105,0.7848573,,,100000,7,-1.6788239848297692e-5
833,0.0028417523,0.896204,,,,,,,,,,,0.0021466543,0.67860323,,,-0.0020840701,-0.65813583,0.0024906686,0.7850384,,,100000,5,-1.6814865787528888e-5
