index,x1_b,x1_t,x2_b,x2_t,x3_b,x3_t,x4_b,x4_t,x5_b,x5_t,x6_b,x6_t,x7_b,x7_t,x8_b,x8_t,x9_b,x9_t,x10_b,x10_t,_cons_b,_cons_t,nobs,ncoef,r2adj
413,0.0028355275,0.89422596,,,-0.0030529161,-0.96334034,0.0036937841,1.1683702,0.0034403305,1.0864329,,,,,-0.0019314078,-0.6099081,-0.0020625952,-0.65137213,,,,,100000,7,-9.277603963964154e-6
573,0.0028355322,0.89421165,,,-0.0030602352,-0.9656461,0.003677375,1.1631728,0.003420301,1.0800842,0.0013920839,0.4391786,,,,,,,0.0024510433,0.77254725,,,100000,7,-9.277603963964154e-6
653,0.0028325045,0.89328027,,,-0.0030417456,-0.95982724,0.003707313,1.1726735,,,,,,,-0.0019219882,-0.60693544,,,0.0024694246,0.7783619,,,100000,6,-9.290992177612978e-6
94,,,0.0010749409,0.3393049,-0.003029751,-0.95603067,0.0037076247,1.1727504,0.0034462241,1.0882802,,,0.0021654926,0.68454075,,,,,,,,,100000,6,-9.3505998028931e-6
539,0.0028081099,0.88558745,0.0010753702,0.33944383,,,0.003684903,1.165555,0.003398682,1.0732594,,,,,,,,,0.0024471243,0.77130806,,,100000,6,-9.3505998028931e-6
593,0.0028260627,0.8912627,,,,,,,0.0034360613,1.0850898,,,0.0021572742,0.6819583,,,,,0.0024514487,0.77268004,,,100000,5,-9.423594181656725e-6
856,,,,,,,0.0037017907,1.1709069,0.0034175091,1.0792111,,,0.0021702333,0.68605256,,,-0.0020783285,-0.65632844,0.002461735,0.7759012,,,100000,6,-9.4698150532313e-6
768,,,,,,,,,,,,,,,,,-0.0020712425,-0.6540922,0.002492907,0.78574765,,,100000,3,-9.509972722865356e-6
23,0.0028393446,0.8954369,0.0010400303,0.3282905,-0.003046418,-0.96128315,,,0.0034554088,1.091209,,,,,,,,,,,,,100000,5,-9.6024152689278e-6
154,,,0.0010778925,0.3402452,,,0.0037038436,1.1715571,0.0034271057,1.0822614,,,,,-0.0019312534,-0.60986,,,,,,,100000,5,-9.6024152689278e-6
104,,,,,,,0.0037213326,1.1771104,,,0.0013559844,0.427803,0.0021538977,0.68089396,,,,,,,,,100000,4,-9.675406399622943e-6
208,,,,,,,,,0.0034651388,1.094299,,,0.0021585901,0.6823744,-0.001926211,-0.6082686,,,,,,,100000,4,-9.675406399622943e-6
188,,,,,-0.003047097,-0.9615096,0.0036968302,1.1693372,0.0034485895,1.0890433,0.0013448687,0.42426747,,,-0.0019198253,-0.6062125,,,,,,,100000,6,-9.708245553907702e-6
6,,,0.0010660972,0.33652452,-0.0030156812,-0.95160633,,,,,,,,,,,,,,,,,100000,3,-9.74839607037481e-6
121,0.0028232979,0.8903626,,,,,0.0036872774,1.1663036,0.0034303193,1.0832798,0.001378554,0.4349133,0.002166308,0.684812,,,,,,,,,100000,6,-9.827460804245902e-6
286,,,0.0010651897,0.33623224,-0.0030328594,-0.95701355,0.0037056506,1.1721275,0.003436766,1.0853013,,,,,,,-0.0020562662,-0.64937717,,,,,100000,6,-9.827460804245902e-6
201,0.0028212413,0.88973767,,,,,0.0037170383,1.1757485,,,,,0.002152973,0.6806016,-0.0019214929,-0.60678,,,,,,,100000,5,-9.900450414379591e-6
526,,,0.0010891245,0.34378836,-0.0030217026,-0.95350474,0.003719195,1.176436,,,,,,,,,,,0.0024795623,0.78155077,,,100000,5,-9.900450414379591e-6
785,0.0028346109,0.89395255,,,,,,,0.0034267004,1.0821415,,,,,,,-0.0020792412,-0.65661377,0.0024653163,0.77703106,,,100000,5,-9.900450414379591e-6
296,,,,,,,0.0037196307,1.1765738,,,0.0013551497,0.42753962,,,,,-0.0020598306,-0.650504,,,,,100000,4,-1.0033044997692642e-5
728,,,,,,,0.0037009015,1.1706259,0.0034235076,1.0811017,,,0.002168994,0.68566084,-0.0019281027,-0.6088648,,,0.0024445634,0.77050763,,,100000,6,-1.0065891305144348e-5
340,,,,,-0.0030304198,-0.9562494,,,0.0034744903,1.0972409,,,0.0021523745,0.68040717,,,-0.0020508496,-0.6476676,,,,,100000,5,-1.0079271501650666e-5
33,0.002847896,0.89812994,,,,,,,,,0.0013875057,0.4377403,,,,,,,,,,,100000,3,-1.0106031091972056e-5
543,0.0028220112,0.88996226,0.0010625973,0.3354088,-0.0030516693,-0.9629384,0.0036858898,1.1658669,0.0034143,1.0781767,,,,,,,,,0.0024524194,0.7729756,,,100000,7,-1.0112119062322122e-5
400,,,,,,,,,0.0034554307,1.0912409,,,,,-0.0019222625,-0.6070214,-0.0020490128,-0.64708805,,,,,100000,4,-1.0152257863715874e-5
560,,,,,,,,,0.0034354082,1.0848941,0.0013767269,0.43434837,,,,,,,0.0024569544,0.77441335,,,100000,4,-1.0152257863715874e-5
580,,,,,-0.0030194647,-0.9528041,,,,,,,0.0021377702,0.6757956,,,,,0.0024845568,0.7831341,,,100000,4,-1.0152257863715874e-5
333,0.0028427036,0.89649105,,,-0.0030268745,-0.95513356,0.0037188968,1.1763355,,,,,0.002147075,0.6787346,,,-0.0020693226,-0.6534962,,,,,100000,6,-1.0185106555482548e-5
74,,,0.0011037244,0.3483972,,,0.0037294892,1.1796912,,,,,0.0021596572,0.6827029,,,,,,,,,100000,4,-1.0211864296616469e-5
640,,,,,,,,,,,,,,,-0.0019129278,-0.60407543,,,0.002475355,0.78023434,,,100000,3,-1.022524276561576e-5
158,,,0.0010646885,0.33607402,-0.0030383694,-0.95875114,0.0037047833,1.1718535,0.0034426728,1.087163,,,,,-0.0019363478,-0.61146766,,,,,,,100000,6,-1.0244714180540626e-5
597,0.0028393674,0.895449,,,-0.0030497087,-0.96232563,,,0.0034518824,1.0900719,,,0.0021500038,0.6796578,,,,,0.0024567423,0.774347,,,100000,6,-1.0244714180540626e-5
860,,,,,-0.0030362038,-0.9580729,0.0037021704,1.1710263,0.0034328883,1.0840533,,,0.0021630183,0.68376946,,,-0.0020749152,-0.65524983,0.002466817,0.77750146,,,100000,7,-1.0290943726065649e-5
393,0.0028296344,0.8923786,,,,,0.0037151938,1.1751667,,,,,,,-0.0019176714,-0.60557276,-0.002067788,-0.65301204,,,,,100000,5,-1.0317699617790055e-5
553,0.0028294902,0.89231735,,,,,0.003698706,1.1699439,,,0.0013803272,0.43547142,,,,,,,0.0024700577,0.7785604,,,100000,5,-1.0317699617790055e-5
313,0.0028317564,0.89302397,,,,,0.0036854711,1.1657338,0.0034208961,1.0803119,0.0013777118,0.43464753,,,,,-0.0020686341,-0.6532796,,,,,100000,6,-1.0423537056158949e-5
920,,,,,,,0.0036990722,1.1700488,0.0034139664,1.0780965,,,,,-0.0019241753,-0.6076242,-0.0020732062,-0.65471053,0.0024581384,0.7747667,,,100000,6,-1.0423537056158949e-5
212,,,,,-0.0030360892,-0.9580374,,,0.0034802158,1.0990454,,,0.0021510026,0.6799737,-0.001931288,-0.6098709,,,,,,,100000,5,-1.0436913675970771e-5
772,,,,,-0.003022698,-0.95382625,,,,,,,,,,,-0.0020676982,-0.6529724,0.0024977748,0.7872802,,,100000,4,-1.0509896461563528e-5
789,0.0028476953,0.8980693,,,-0.0030526787,-0.96326494,,,0.0034423268,1.0870622,,,,,,,-0.0020762172,-0.65565807,0.0024704374,0.7786439,,,100000,6,-1.054275230649715e-5
168,,,,,,,0.0037186013,1.1762484,,,0.0013329423,0.42050672,,,-0.0019061795,-0.60190606,,,,,,,100000,4,-1.0569502894464122e-5
266,,,0.001093803,0.34527087,,,0.0037273124,1.1790043,,,,,,,,,-0.0020609607,-0.6508599,,,,,100000,4,-1.0569502894464122e-5
91,0.0028100251,0.88619125,0.0010774544,0.34009886,,,0.0036955343,1.1689159,0.0034243793,1.0813924,,,0.0021716033,0.6864739,,,,,,,,,100000,6,-1.0602359931777272e-5
108,,,,,-0.0030203853,-0.9530915,0.0037220037,1.177322,,,0.0013652159,0.43071344,0.0021466946,0.6786147,,,,,,,,,100000,5,-1.0615734763241846e-5
657,0.0028263028,0.89133793,,,,,,,0.0034326199,1.0840071,,,,,-0.0019207903,-0.60655606,,,0.0024479083,0.77156323,,,100000,5,-1.0615734763241846e-5
125,0.0028374079,0.8948031,,,-0.0030508866,-0.9626941,0.0036880122,1.1665356,0.0034459168,1.0881913,0.0013875226,0.43774053,0.0021587976,0.6824354,,,,,,,,,100000,7,-1.0648593053996791e-5
3,0.0028343515,0.89387304,0.0010684774,0.3372764,,,,,,,,,,,,,,,,,,,100000,3,-1.0702089460856712e-5
732,,,,,-0.003041641,-0.95978755,0.003701286,1.1707469,0.003438905,1.0859495,,,0.002161778,0.68337756,-0.0019333197,-0.6105112,,,0.0024495397,0.77207494,,,100000,7,-1.0708201275244633e-5
205,0.0028343594,0.8938651,,,-0.0030323411,-0.9568575,0.003717996,1.1760508,,,,,0.0021457595,0.678319,-0.0019266442,-0.60840553,,,,,,,100000,6,-1.0781182807395595e-5
37,0.0028609666,0.9022427,,,-0.0030376695,-0.9585386,,,,,0.0013964241,0.44055176,,,,,,,,,,,100000,4,-1.0807928626510588e-5
530,,,0.001073628,0.33889762,,,,,0.0034290662,1.0828795,,,,,,,,,0.0024581144,0.77477366,,,100000,4,-1.092714149253382e-5
185,0.0028231903,0.8903281,,,,,0.0036845035,1.1654279,0.0034265905,1.0821066,0.0013553932,0.4275792,,,-0.0019133461,-0.60416716,,,,,,,100000,6,-1.0960005682791873e-5
557,0.0028427253,0.8964815,,,-0.0030427275,-0.96013325,0.0036996207,1.170233,,,0.0013895737,0.4383864,,,,,,,0.0024749532,0.78010195,,,100000,6,-1.0960005682791873e-5
300,,,,,-0.0030231995,-0.95398164,0.0037203159,1.1767901,,,0.001364434,0.4304668,,,,,-0.0020565724,-0.64947414,,,,,100000,5,-1.0973376937783996e-5
523,0.0028157702,0.88800514,0.0010913801,0.34450093,,,0.003706946,1.1725514,,,,,,,,,,,0.0024712672,0.7789365,,,100000,5,-1.0973376937783996e-5
404,,,,,-0.003038938,-0.9589383,,,0.0034709403,1.0961242,,,,,-0.0019276586,-0.60872406,-0.0020459099,-0.6461074,,,,,100000,5,-1.1032983966874355e-5
564,,,,,-0.003046331,-0.9612675,,,0.0034505776,1.0896698,0.0013857306,0.4371869,,,,,,,0.0024619645,0.775991,,,100000,5,-1.1032983966874355e-5
840,,,,,,,0.0037240372,1.1779678,,,,,0.0021570048,0.6818752,,,-0.0020800666,-0.65687686,0.0024860224,0.78357506,,,100000,5,-1.1032983966874355e-5
320,,,,,,,,,,,,,0.0021458077,0.6783378,,,-0.002055681,-0.6491936,,,,,100000,3,-1.1059724482231914e-5
644,,,,,-0.003027991,-0.95549554,,,,,,,,,-0.0019179182,-0.60565025,,,0.0024805749,0.78187805,,,100000,4,-1.1105960791457647e-5
397,0.002842857,0.896539,,,-0.0030352175,-0.9577672,0.0037162572,1.1755025,,,,,,,-0.001922556,-0.6071142,-0.002064185,-0.65187347,,,,,100000,6,-1.1138828558410196e-5
577,0.0028342556,0.89384806,,,,,,,,,,,0.0021441253,0.6778062,,,,,0.0024758575,0.7803922,,,100000,4,-1.1165567224358242e-5
317,0.0028457607,0.89743114,,,-0.003053832,-0.9636256,0.0036861908,1.165961,0.0034365267,1.0852338,0.0013866563,0.43746722,,,,,-0.0020655266,-0.65229756,,,,,100000,7,-1.118506704567146e-5
924,,,,,-0.003044606,-0.96072507,0.0036995073,1.170186,0.0034294464,1.0829705,,,,,-0.0019294018,-0.6092737,-0.0020698577,-0.65365255,0.0024630849,0.7763244,,,100000,7,-1.118506704567146e-5
283,0.0028183952,0.888825,0.0010676685,0.3370153,,,0.0036935476,1.1682892,0.0034148577,1.0783933,,,,,,,-0.0020698193,-0.6536529,,,,,100000,6,-1.1258043808748397e-5
661,0.0028394645,0.89547914,,,-0.003058135,-0.9649855,,,0.0034483508,1.0889609,,,,,-0.0019258171,-0.6081425,,,0.0024531316,0.77320814,,,100000,6,-1.1258043808748397e-5
78,,,0.0010911914,0.34443784,-0.0030121536,-0.9504894,0.003730049,1.1798674,,,,,0.0021520068,0.68028206,,,,,,,,,100000,5,-1.1271412083235788e-5
337,0.0028365685,0.8945698,,,,,,,0.0034525078,1.0903096,,,0.0021585035,0.682346,,,-0.0020646513,-0.652022,,,,,100000,5,-1.1271412083235788e-5
138,,,0.0010933867,0.34513947,,,0.0037264898,1.1787444,,,,,,,-0.0019227479,-0.60717547,,,,,,,100000,4,-1.1284780090381474e-5
58,,,0.0010705052,0.3379113,,,0.0036962025,1.1691328,0.0034231937,1.081028,0.001353921,0.42714924,,,,,,,,,,,100000,5,-1.1450233170284818e-5
172,,,,,-0.0030287355,-0.9557275,0.0037194078,1.176503,,,0.0013422394,0.42343777,,,-0.0019113808,-0.6035474,,,,,,,100000,5,-1.1450233170284818e-5
112,,,,,,,,,0.0034611798,1.0930507,0.0013721877,0.43291727,0.0021579892,0.6821838,,,,,,,,,100000,4,-1.1523205822205895e-5
769,0.002842514,0.8964465,,,,,,,,,,,,,,,-0.002081285,-0.6572586,0.0024892248,0.78458565,,,100000,4,-1.1523205822205895e-5
95,0.002823867,0.8905476,0.0010645147,0.33601126,-0.0030424327,-0.96002185,0.0036964137,1.169194,0.0034398502,1.0862634,,,0.0021641674,0.684121,,,,,,,,,100000,7,-1.1542716373602602e-5
857,0.0028193323,0.88912576,,,,,0.0036904344,1.1673042,0.0034111596,1.0772018,,,0.002169289,0.6857532,,,-0.0020883572,-0.65949047,0.002458686,0.7749388,,,100000,7,-1.1542716373602602e-5
155,0.0028101727,0.88623744,0.0010672706,0.33688968,,,0.0036927313,1.1680313,0.0034208132,1.0802704,,,,,-0.001929974,-0.6094553,,,,,,,100000,6,-1.155608193470492e-5
189,0.002837356,0.8947861,,,-0.0030592533,-0.96533513,0.0036853107,1.1656829,0.0034423517,1.0870696,0.0013643834,0.4304132,,,-0.0019186172,-0.60583043,,,,,,,100000,7,-1.1602324594850444e-5
7,0.0028473628,0.89796716,0.0010556497,0.33322412,-0.00302866,-0.9556914,,,,,,,,,,,,,,,,,100000,4,-1.1642418688229128e-5
527,0.0028291047,0.8922008,0.0010784003,0.34040058,-0.0030342361,-0.9574493,0.0037080722,1.1729076,,,,,,,,,,,0.002476352,0.7805378,,,100000,6,-1.1675297185043121e-5
192,,,,,,,,,,,,,0.002144638,0.6779681,-0.0019174528,-0.60550433,,,,,,,100000,3,-1.1715388688271489e-5
472,,,,,,,0.003709671,1.1733998,0.0034397128,1.0862452,,,0.0021700684,0.68599963,-0.0019287813,-0.60907876,-0.0020582702,-0.6500096,,,,,100000,6,-1.1734904810323243e-5
105,0.0028315536,0.892968,,,,,0.003709638,1.1734002,,,0.0013758489,0.4340596,0.0021529438,0.6805917,,,,,,,,,100000,5,-1.174826831573661e-5
209,0.0028281268,0.8919132,,,,,,,0.0034582485,1.0921189,,,0.0021571305,0.6819121,-0.0019249845,-0.60788065,,,,,,,100000,5,-1.174826831573661e-5
270,,,0.0010815643,0.34140447,-0.00301513,-0.95143074,0.0037282028,1.1792852,,,,,,,,,-0.002057674,-0.64982134,,,,,100000,5,-1.174826831573661e-5
534,,,0.0010612296,0.33498082,-0.0030381256,-0.9586736,,,0.0034447352,1.0878129,,,,,,,,,0.0024632805,0.7764004,,,100000,5,-1.174826831573661e-5
712,,,,,,,0.0037230395,1.1776525,,,,,0.0021556022,0.681432,-0.0019193086,-0.6060893,,,0.002468545,0.77808523,,,100000,5,-1.174826831573661e-5
287,0.002832228,0.8931783,0.0010548666,0.33297116,-0.0030454085,-0.9609629,0.0036945469,1.1686051,0.003430464,1.083307,,,,,,,-0.0020664157,-0.65257746,,,,,100000,7,-1.1840757480063857e-5
341,0.0028496305,0.8986796,,,-0.0030433354,-0.9603145,,,0.003468175,1.0952431,,,0.0021510632,0.6799917,,,-0.0020610208,-0.6508748,,,,,100000,6,-1.1913727685941566e-5
632,,,,,,,0.0036934225,1.1682531,0.0034196905,1.0798985,0.0013651297,0.43068638,0.0021687674,0.6855886,,,,,0.0024503148,0.77231807,,,100000,6,-1.1913727685941566e-5
844,,,,,-0.0030191035,-0.95268846,0.003725026,1.1782798,,,,,0.0021496308,0.6795418,,,-0.0020768023,-0.65584534,0.0024910474,0.7851573,,,100000,6,-1.1913727685941566e-5
544,,,,,,,,,,,0.0013736442,0.43337557,,,,,,,0.0024813456,0.78212,,,100000,3,-1.1953812036002986e-5
304,,,,,,,,,0.0034518414,1.0901096,0.0013713305,0.43264678,,,,,-0.0020517698,-0.64795846,,,,,100000,4,-1.2000057286076782e-5
384,,,,,,,,,,,,,,,-0.0019135461,-0.60427016,-0.002051114,-0.6477509,,,,,100000,3,-1.207302370964669e-5
62,,,0.0010574302,0.3337809,-0.0030391784,-0.9590028,0.0036972964,1.169478,0.0034389007,1.0859739,0.0013628345,0.42995936,,,,,,,,,,,100000,6,-1.2092550561337845e-5
297,0.0028397967,0.8955615,,,,,0.0037076233,1.1727648,,,0.0013748263,0.43373698,,,,,-0.002070289,-0.6538016,,,,,100000,5,-1.210591049027876e-5
581,0.0028476885,0.8980753,,,-0.003032265,-0.95683265,,,,,,,0.002136681,0.67545086,,,,,0.002481197,0.7820738,,,100000,5,-1.210591049027876e-5
729,0.0028110289,0.8865127,,,,,0.0036895096,1.167012,0.0034171192,1.0790803,,,0.0021679923,0.68534344,-0.0019269868,-0.6085118,,,0.0024414496,0.769525,,,100000,7,-1.2138798586525112e-5
142,,,0.0010810677,0.34124768,-0.0030206603,-0.9531748,0.0037272894,1.1789966,,,,,,,-0.0019276871,-0.60873413,,,,,,,100000,5,-1.2165517519369118e-5
401,0.0028365497,0.89456344,,,,,,,0.0034488586,1.0891615,,,,,-0.0019214478,-0.6067633,-0.002059745,-0.6504722,,,,,100000,5,-1.2165517519369118e-5
561,0.0028366102,0.89456683,,,,,,,0.0034287984,1.0828027,0.0013962262,0.4404896,,,,,,,0.0024538627,0.77343756,,,100000,5,-1.2165517519369118e-5
904,,,,,,,0.0037211373,1.1770525,,,,,,,-0.0019154932,-0.6048841,-0.0020753,-0.6553712,0.0024821218,0.7823446,,,100000,5,-1.2165517519369118e-5
82,,,0.0010756935,0.3395468,,,,,0.003454953,1.0910728,,,0.0021632859,0.6838464,,,,,,,,,100000,4,-1.2238483018123247e-5
324,,,,,-0.0030130383,-0.95077616,,,,,,,0.0021387162,0.67609364,,,-0.0020526298,-0.6482292,,,,,100000,4,-1.2238483018123247e-5
641,0.0028340805,0.8937924,,,,,,,,,,,,,-0.0019118049,-0.60372025,,,0.0024722232,0.77924585,,,100000,4,-1.2238483018123247e-5
861,0.0028323296,0.8932158,,,-0.0030488009,-0.9620376,0.0036914353,1.1676204,0.0034264766,1.0820246,,,0.0021618872,0.6834111,,,-0.0020852035,-0.65849394,0.002463796,0.7765481,,,100000,8,-1.224465635418781e-5
75,0.0028179507,0.8886926,0.0010935542,0.34518424,,,0.0037178812,1.1760083,,,,,0.0021582583,0.6822599,,,,,,,,,100000,5,-1.2284731577549834e-5
159,0.0028240588,0.89060754,0.0010544052,0.33282554,-0.0030508914,-0.9626919,0.0036936866,1.1683334,0.0034364136,1.0851823,,,,,-0.001935236,-0.6111159,,,,,,,100000,7,-1.2317623250490684e-5
824,,,,,,,0.0036915948,1.1676766,0.003410124,1.0768852,0.0013642185,0.4303989,,,,,-0.0020759306,-0.65557075,0.0024638814,0.77657425,,,100000,6,-1.2390588687294368e-5
109,0.0028446377,0.8970845,,,-0.0030333095,-0.9571592,0.0037103777,1.1736337,,,0.001384863,0.43690124,0.0021455588,0.67825484,,,,,,,,,100000,6,-1.245019631257449e-5
213,0.0028413767,0.8960822,,,-0.0030488002,-0.9620379,,,0.003474075,1.0971025,,,0.0021498394,0.6796051,-0.0019302008,-0.6095267,,,,,,,100000,6,-1.245019631257449e-5
116,,,,,-0.0030368404,-0.9582708,,,0.0034764805,1.097868,0.0013812862,0.43578577,0.0021506778,0.6798701,,,,,,,,,100000,5,-1.246355266482091e-5
773,0.0028561633,0.900742,,,-0.0030351658,-0.95775014,,,,,,,,,,,-0.002077983,-0.6562153,0.002494537,0.7862585,,,100000,5,-1.246355266482091e-5
476,,,,,-0.003035289,-0.9577831,0.003710062,1.1735227,0.0034551334,1.0911002,,,0.0021628726,0.68372256,-0.0019339621,-0.6107136,-0.002054971,-0.648967,,,,,100000,7,-1.2556056135704097e-5
921,0.002819329,0.8891243,,,,,0.0036875214,1.1663848,0.0034074094,1.0760217,,,,,-0.0019231122,-0.6072878,-0.002083501,-0.6579567,0.002454846,0.77372766,,,100000,7,-1.2556056135704097e-5
176,,,,,,,,,0.0034574925,1.0918907,0.0013490582,0.42559305,,,-0.0019095658,-0.6029736,,,,,,,100000,4,-1.2596121615970901e-5
196,,,,,-0.0030185531,-0.95251536,,,,,,,0.00213736,0.6756651,-0.0019225308,-0.6071067,,,,,,,100000,4,-1.2596121615970901e-5
602,,,0.0010985162,0.34674576,,,0.0037016203,1.1708467,0.003413452,1.0779166,,,0.0021740468,0.68724567,,,,,0.0024516957,0.77274805,,,100000,6,-1.262901918797077e-5
716,,,,,-0.003024641,-0.9544347,0.003724075,1.1779791,,,,,0.0021482543,0.67910683,-0.0019244164,-0.6077011,,,0.0024738896,0.77976835,,,100000,6,-1.262901918797077e-5
169,0.0028314777,0.8929436,,,,,0.003706875,1.1725283,,,0.0013527937,0.42675892,,,-0.0019048173,-0.60147536,,,,,,,100000,5,-1.2642373752091984e-5
274,,,0.0010661796,0.33654898,,,,,0.0034457108,1.0881618,,,,,,,-0.0020531488,-0.648393,,,,,100000,4,-1.2715334481994134e-5
548,,,,,-0.003029,-0.95581025,,,,,0.0013831267,0.43636522,,,,,,,0.002486356,0.78369784,,,100000,4,-1.2715334481994134e-5
636,,,,,-0.0030424502,-0.96003896,0.0036937508,1.1683562,0.0034350825,1.0847446,0.0013741272,0.43352294,0.0021613683,0.68324727,,,,,0.002455427,0.77392787,,,100000,7,-1.2734880799669668e-5
514,,,0.0010900286,0.34407812,,,,,,,,,,,,,,,0.002482339,0.7824279,,,100000,3,-1.278829375261914e-5
301,0.0028529917,0.89971304,,,-0.0030362352,-0.9580847,0.0037085244,1.1730494,,,0.0013840565,0.43664685,,,,,-0.0020671233,-0.6528013,,,,,100000,6,-1.2807842063589092e-5
565,0.00284977,0.8987073,,,-0.0030591756,-0.96531004,,,0.0034444476,1.0877306,0.0014053314,0.44336,,,,,,,0.0024590252,0.77506334,,,100000,6,-1.2807842063589092e-5
733,0.0028240872,0.89062196,,,-0.0030542137,-0.9637446,0.0036905867,1.1673522,0.0034325614,1.0839425,,,0.002160656,0.6830222,-0.001932197,-0.61015606,,,0.0024464699,0.771106,,,100000,8,-1.2840744528563874e-5
267,0.0028263438,0.89133364,0.001083797,0.3421098,,,0.0037159189,1.1753895,,,,,,,,,-0.00207139,-0.65414846,,,,,100000,5,-1.2880801868231373e-5
308,,,,,-0.0030397058,-0.9591768,,,0.00346715,1.0949293,0.0013803951,0.4355046,,,,,-0.0020484438,-0.64690745,,,,,100000,5,-1.2880801868231373e-5
405,0.0028496145,0.898674,,,-0.003051852,-0.9630029,,,0.0034645433,1.0941005,,,,,-0.0019265314,-0.60836756,-0.002056193,-0.64935005,,,,,100000,6,-1.2927057313927293e-5
696,,,,,,,0.003690758,1.1674122,0.003416034,1.0787481,0.0013420451,0.42337653,,,-0.0019116602,-0.6036336,,,0.0024466147,0.7711508,,,100000,6,-1.2927057313927293e-5
908,,,,,-0.0030275725,-0.95536184,0.0037222144,1.1773925,,,,,,,-0.001920737,-0.6065387,-0.0020717296,-0.6542432,0.0024872709,0.78396624,,,100000,6,-1.2927057313927293e-5
388,,,,,-0.0030215164,-0.9534523,,,,,,,,,-0.0019185937,-0.60586303,-0.0020472528,-0.64653105,,,,,100000,4,-1.29537602140406e-5
645,0.0028477395,0.89809096,,,-0.0030407018,-0.95949596,,,,,,,,,-0.0019168733,-0.6053197,,,0.0024773933,0.78087384,,,100000,5,-1.300001592641209e-5
828,,,,,-0.003045388,-0.9609682,0.0036920477,1.1678193,0.0034256761,1.081782,0.0013733201,0.4332684,,,,,-0.0020725676,-0.6545082,0.002469029,0.7781953,,,100000,7,-1.3032921906130923e-5
42,,,0.001086125,0.3428452,,,0.0037189338,1.176347,,,0.001351011,0.42623094,,,,,,,,,,,100000,4,-1.3072973079841788e-5
794,,,0.0010888019,0.34368485,,,0.0036997325,1.1702511,0.0034038755,1.0749,,,,,,,-0.0020771194,-0.6559454,0.002465317,0.77702147,,,100000,6,-1.3105880189545616e-5
841,0.0028264672,0.89137745,,,,,0.0037126841,1.1743659,,,,,0.0021560162,0.6815621,,,-0.0020902914,-0.6601009,0.0024826864,0.78252214,,,100000,6,-1.3105880189545616e-5
321,0.0028444885,0.8970691,,,,,,,,,,,0.0021449868,0.6780776,,,-0.0020661533,-0.6524957,,,,,100000,4,-1.3132579512964426e-5
86,,,0.0010630306,0.33554652,-0.0030287828,-0.9557233,,,0.0034704513,1.0959523,,,0.0021557566,0.68146384,,,,,,,,,100000,5,-1.3178837013683165e-5
531,0.002822882,0.8902519,0.0010635887,0.33572602,,,,,0.0034227436,1.0808787,,,,,,,,,0.0024549258,0.77376723,,,100000,5,-1.3178837013683165e-5
848,,,,,,,,,0.0034416616,1.0868592,,,0.0021608723,0.68309414,,,-0.0020716577,-0.65422165,0.0024695594,0.77836764,,,100000,5,-1.3178837013683165e-5
925,0.002832453,0.8932542,,,-0.0030571953,-0.96468747,0.0036887275,1.166766,0.0034230102,1.0809342,,,,,-0.0019282328,-0.60890377,-0.002080144,-0.65689594,0.002460041,0.77536374,,,100000,8,-1.3198397433189513e-5
180,,,,,-0.0030452209,-0.9609161,,,0.0034728511,1.0967262,0.0013581429,0.42845708,,,-0.0019146312,-0.6045719,,,,,,,100000,5,-1.3238444042773523e-5
79,0.0028311347,0.89284086,0.0010803853,0.3410242,-0.0030247022,-0.9544386,0.003718889,1.1763271,,,,,0.0021508848,0.67992675,,,,,,,,,100000,6,-1.3284703065163939e-5
146,,,0.0010656551,0.33638346,,,,,0.0034514384,1.0899671,,,,,-0.0019261343,-0.60824287,,,,,,,100000,4,-1.3311398811888253e-5
139,0.0028179088,0.8886789,0.0010832621,0.34194097,,,0.0037149384,1.1750796,,,,,,,-0.0019216257,-0.60682046,,,,,,,100000,5,-1.335765810095424e-5
606,,,0.0010858084,0.34273124,-0.0030338126,-0.9573091,0.003702464,1.171113,0.0034290194,1.0828182,,,0.0021668961,0.68498296,,,,,0.0024567095,0.774327,,,100000,7,-1.3390571234062065e-5
59,0.0028202739,0.88940126,0.0010598998,0.33456102,,,0.003685116,1.1656152,0.00341699,1.0790651,0.0013732803,0.43324623,,,,,,,,,,,100000,6,-1.352313356584034e-5
173,0.0028445276,0.8970493,,,-0.003041675,-0.9598001,0.0037076627,1.1727768,,,0.0013618228,0.4296052,,,-0.0019099779,-0.60310376,,,,,,,100000,6,-1.352313356584034e-5
271,0.0028395175,0.8954786,0.0010707289,0.33798155,-0.003027772,-0.9554095,0.0037169855,1.1757269,,,,,,,,,-0.0020681724,-0.6531318,,,,,100000,6,-1.352313356584034e-5
376,,,,,,,0.0037022918,1.1710583,0.0034360196,1.0850809,0.0013597327,0.4289846,0.002169954,0.6859627,,,-0.0020609237,-0.6508474,,,,,100000,6,-1.352313356584034e-5
666,,,0.0010882878,0.34352258,,,0.0036987986,1.1699561,0.0034098667,1.0767884,,,,,-0.0019281731,-0.60888565,,,0.0024481025,0.77161473,,,100000,6,-1.352313356584034e-5
96,,,,,,,,,,,0.0013692044,0.43197572,0.0021441702,0.6778198,,,,,,,,,100000,3,-1.3563169632302419e-5
113,0.0028384659,0.895152,,,,,,,0.0034544535,1.0909226,0.0013916097,0.43903407,0.0021569706,0.68186086,,,,,,,,,100000,5,-1.3596086217315673e-5
